	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
15531					XP_029440513.1	30.7	199	2.87e-14	Nr			XP_029440513.1 zinc finger protein 135-like [Rhinatrema bivittatum]	413	Rhinatrema bivittatum	zinc finger protein 135-like
15532					XP_033802885.1	31.9	204	3.86e-14	Nr			XP_033802885.1 zinc finger protein interacting with ribonucleoprotein K-like isoform X2 [Geotrypetes seraphini]	410	Geotrypetes seraphini	zinc finger protein interacting with ribonucleoprotein K-like isoform X2
15533					XP_033802882.1	31.3	208	3.87e-14	Nr			XP_033802882.1 zinc finger protein 436-like isoform X1 [Geotrypetes seraphini]	411	Geotrypetes seraphini	zinc finger protein 436-like isoform X1
15534					A0A6P7YP63	27.8	248	3.98e-14	TrEMBL	LOC115475173	A0A6P7YP63_9AMPH	tr|A0A6P7YP63|A0A6P7YP63_9AMPH zinc finger protein 282-like isoform X5 OS=Microcaecilia unicolor OX=1415580 GN=LOC115475173 PE=4 SV=1	249	Microcaecilia unicolor	zinc finger protein 282-like isoform X5
15535					A0A6P7YZF0	34.8	184	4.22e-14	TrEMBL	LOC115476560	A0A6P7YZF0_9AMPH	tr|A0A6P7YZF0|A0A6P7YZF0_9AMPH zinc finger protein 211-like isoform X3 OS=Microcaecilia unicolor OX=1415580 GN=LOC115476560 PE=4 SV=1	437	Microcaecilia unicolor	zinc finger protein 211-like isoform X3
15536					A0A6P7YQ01	28.1	253	4.58e-14	TrEMBL	LOC115475173	A0A6P7YQ01_9AMPH	tr|A0A6P7YQ01|A0A6P7YQ01_9AMPH zinc finger protein 184-like isoform X3 OS=Microcaecilia unicolor OX=1415580 GN=LOC115475173 PE=4 SV=1	386	Microcaecilia unicolor	zinc finger protein 184-like isoform X3
15537					A0A6P7YNG5	34.8	184	4.85e-14	TrEMBL	LOC115476560	A0A6P7YNG5_9AMPH	tr|A0A6P7YNG5|A0A6P7YNG5_9AMPH uncharacterized protein LOC115476560 isoform X1 OS=Microcaecilia unicolor OX=1415580 GN=LOC115476560 PE=4 SV=1	493	Microcaecilia unicolor	uncharacterized protein LOC115476560 isoform X1
15538					A0A6P7YH97	27.8	248	4.98e-14	TrEMBL	LOC115475173	A0A6P7YH97_9AMPH	tr|A0A6P7YH97|A0A6P7YH97_9AMPH zinc finger protein 282-like isoform X4 OS=Microcaecilia unicolor OX=1415580 GN=LOC115475173 PE=4 SV=1	264	Microcaecilia unicolor	zinc finger protein 282-like isoform X4
15539					A0A6P8SFY0	33.1	175	5.02e-14	TrEMBL	LOC117368324	A0A6P8SFY0_GEOSA	tr|A0A6P8SFY0|A0A6P8SFY0_GEOSA zinc finger protein 501-like OS=Geotrypetes seraphini OX=260995 GN=LOC117368324 PE=4 SV=1	515	Geotrypetes seraphini	zinc finger protein 501-like
15540					A0A6P7YU67	27.5	244	5.74e-14	TrEMBL	LOC115475173	A0A6P7YU67_9AMPH	tr|A0A6P7YU67|A0A6P7YU67_9AMPH uncharacterized protein LOC115475173 isoform X2 OS=Microcaecilia unicolor OX=1415580 GN=LOC115475173 PE=4 SV=1	696	Microcaecilia unicolor	uncharacterized protein LOC115475173 isoform X2
15541					KAJ1159369.1	31.1	193	6.18e-14	Nr			KAJ1159369.1 hypothetical protein NDU88_012036 [Pleurodeles waltl]	787	Pleurodeles waltl	hypothetical protein NDU88_012036
15542					A0A6P7XS73	28.0	207	7.96e-14	TrEMBL	LOC115466449	A0A6P7XS73_9AMPH	tr|A0A6P7XS73|A0A6P7XS73_9AMPH zinc finger protein 777-like OS=Microcaecilia unicolor OX=1415580 GN=LOC115466449 PE=4 SV=1	374	Microcaecilia unicolor	zinc finger protein 777-like
15543					KAJ1130913.1	52.6	76	9.33e-14	Nr			KAJ1130913.1 hypothetical protein NDU88_009257 [Pleurodeles waltl]	502	Pleurodeles waltl	hypothetical protein NDU88_009257
15544					A0A6P7YQM3	32.8	201	9.64e-14	TrEMBL	LOC115474281	A0A6P7YQM3_9AMPH	tr|A0A6P7YQM3|A0A6P7YQM3_9AMPH zinc finger protein interacting with ribonucleoprotein K-like isoform X2 OS=Microcaecilia unicolor OX=1415580 GN=LOC115474281 PE=4 SV=1	411	Microcaecilia unicolor	zinc finger protein interacting with ribonucleoprotein K-like isoform X2
15545					XP_030066798.1	27.8	248	1.02e-13	Nr			XP_030066798.1 zinc finger protein 282-like isoform X5 [Microcaecilia unicolor]	249	Microcaecilia unicolor	zinc finger protein 282-like isoform X5
15546					A0A6I8Q979	28.2	216	1.05e-13	TrEMBL	qrich1l2	A0A6I8Q979_XENTR	tr|A0A6I8Q979|A0A6I8Q979_XENTR Glutamine rich 1 like 2 Kruppel-associated box containing [provisional] OS=Xenopus tropicalis OX=8364 GN=qrich1l2 PE=4 SV=1	701	Xenopus tropicalis	Glutamine rich 1 like 2 Kruppel-associated box containing [provisional]
15547					KAJ1199427.1	54.8	62	1.06e-13	Nr			KAJ1199427.1 hypothetical protein NDU88_003263 [Pleurodeles waltl]	299	Pleurodeles waltl	hypothetical protein NDU88_003263
15548					XP_029435959.1	53.1	64	1.06e-13	Nr			XP_029435959.1 zinc finger protein 436-like [Rhinatrema bivittatum]	640	Rhinatrema bivittatum	zinc finger protein 436-like
15549					XP_030068849.1	34.8	184	1.09e-13	Nr			XP_030068849.1 zinc finger protein 211-like isoform X3 [Microcaecilia unicolor]	437	Microcaecilia unicolor	zinc finger protein 211-like isoform X3
15550					A0A6P8SNA7	25.4	201	1.64e-13	TrEMBL	LOC117368328	A0A6P8SNA7_GEOSA	tr|A0A6P8SNA7|A0A6P8SNA7_GEOSA zinc finger protein 84-like isoform X1 OS=Geotrypetes seraphini OX=260995 GN=LOC117368328 PE=4 SV=1	392	Geotrypetes seraphini	zinc finger protein 84-like isoform X1
15551					A0A6P7YU37	27.8	248	2.6e-13	TrEMBL	LOC115475173	A0A6P7YU37_9AMPH	tr|A0A6P7YU37|A0A6P7YU37_9AMPH uncharacterized protein LOC115475173 isoform X1 OS=Microcaecilia unicolor OX=1415580 GN=LOC115475173 PE=4 SV=1	697	Microcaecilia unicolor	uncharacterized protein LOC115475173 isoform X1
15552					A0A8J6F937	36.7	98	2.84e-13	TrEMBL	GDO78_011170	A0A8J6F937_ELECQ	tr|A0A8J6F937|A0A8J6F937_ELECQ KRAB domain-containing protein OS=Eleutherodactylus coqui OX=57060 GN=GDO78_011170 PE=4 SV=1	379	Eleutherodactylus coqui	KRAB domain-containing protein
15553					A0A6P8NVG5	52.5	61	2.95e-13	TrEMBL	LOC117350273	A0A6P8NVG5_GEOSA	tr|A0A6P8NVG5|A0A6P8NVG5_GEOSA zinc finger protein 436-like isoform X3 OS=Geotrypetes seraphini OX=260995 GN=LOC117350273 PE=4 SV=1	483	Geotrypetes seraphini	zinc finger protein 436-like isoform X3
15554					A0A6P8PZ54	52.5	61	3.1e-13	TrEMBL	LOC117350273	A0A6P8PZ54_GEOSA	tr|A0A6P8PZ54|A0A6P8PZ54_GEOSA zinc finger protein 182-like isoform X2 OS=Geotrypetes seraphini OX=260995 GN=LOC117350273 PE=4 SV=1	516	Geotrypetes seraphini	zinc finger protein 182-like isoform X2
15555					A0A6P8PGI4	52.5	61	3.1e-13	TrEMBL	LOC117350273	A0A6P8PGI4_GEOSA	tr|A0A6P8PGI4|A0A6P8PGI4_GEOSA zinc finger protein 182-like isoform X1 OS=Geotrypetes seraphini OX=260995 GN=LOC117350273 PE=4 SV=1	517	Geotrypetes seraphini	zinc finger protein 182-like isoform X1
15556					A0A6P7WJE5	53.2	62	3.19e-13	TrEMBL	LOC115457897	A0A6P7WJE5_9AMPH	tr|A0A6P7WJE5|A0A6P7WJE5_9AMPH zinc finger protein 436-like isoform X2 OS=Microcaecilia unicolor OX=1415580 GN=LOC115457897 PE=4 SV=1	543	Microcaecilia unicolor	zinc finger protein 436-like isoform X2
15557					A0A6P7WZW6	53.2	62	3.19e-13	TrEMBL	LOC115457898	A0A6P7WZW6_9AMPH	tr|A0A6P7WZW6|A0A6P7WZW6_9AMPH zinc finger protein 436-like isoform X2 OS=Microcaecilia unicolor OX=1415580 GN=LOC115457898 PE=4 SV=1	543	Microcaecilia unicolor	zinc finger protein 436-like isoform X2
15558					A0A6P7WSR8	53.2	62	3.19e-13	TrEMBL	LOC115457898	A0A6P7WSR8_9AMPH	tr|A0A6P7WSR8|A0A6P7WSR8_9AMPH zinc finger protein 436-like isoform X1 OS=Microcaecilia unicolor OX=1415580 GN=LOC115457898 PE=4 SV=1	544	Microcaecilia unicolor	zinc finger protein 436-like isoform X1
15559					A0A6P7WQM8	53.2	62	3.19e-13	TrEMBL	LOC115457897	A0A6P7WQM8_9AMPH	tr|A0A6P7WQM8|A0A6P7WQM8_9AMPH zinc finger protein 182-like isoform X1 OS=Microcaecilia unicolor OX=1415580 GN=LOC115457897 PE=4 SV=1	544	Microcaecilia unicolor	zinc finger protein 182-like isoform X1
15560					A3KN36	35.4	65	1.54e-07	Swiss-Prot	ZNF19	ZNF19_BOVIN	sp|A3KN36|ZNF19_BOVIN Zinc finger protein 19 OS=Bos taurus OX=9913 GN=ZNF19 PE=2 SV=1	453	Bos taurus	Zinc finger protein 19
15561					Q5REN4	38.5	65	2.28e-07	Swiss-Prot	ZNF248	ZN248_PONAB	sp|Q5REN4|ZN248_PONAB Zinc finger protein 248 OS=Pongo abelii OX=9601 GN=ZNF248 PE=2 SV=1	578	Pongo abelii	Zinc finger protein 248
15562					Q8NDW4	38.5	65	2.28e-07	Swiss-Prot	ZNF248	ZN248_HUMAN	sp|Q8NDW4|ZN248_HUMAN Zinc finger protein 248 OS=Homo sapiens OX=9606 GN=ZNF248 PE=1 SV=1	579	Homo sapiens	Zinc finger protein 248
15563					Q5MCW4	33.8	65	2.4e-07	Swiss-Prot	ZNF569	ZN569_HUMAN	sp|Q5MCW4|ZN569_HUMAN Zinc finger protein 569 OS=Homo sapiens OX=9606 GN=ZNF569 PE=1 SV=1	686	Homo sapiens	Zinc finger protein 569
15564					Q96PQ6	28.6	98	5.56e-07	Swiss-Prot	ZNF317	ZN317_HUMAN	sp|Q96PQ6|ZN317_HUMAN Zinc finger protein 317 OS=Homo sapiens OX=9606 GN=ZNF317 PE=1 SV=2	595	Homo sapiens	Zinc finger protein 317
15565					Q96RE9	35.4	65	7.5e-07	Swiss-Prot	ZNF300	ZN300_HUMAN	sp|Q96RE9|ZN300_HUMAN Zinc finger protein 300 OS=Homo sapiens OX=9606 GN=ZNF300 PE=1 SV=1	604	Homo sapiens	Zinc finger protein 300
15566					A1L1L7	32.9	70	9.77e-07	Swiss-Prot	Znf426	ZN426_RAT	sp|A1L1L7|ZN426_RAT Zinc finger protein 426 OS=Rattus norvegicus OX=10116 GN=Znf426 PE=2 SV=1	553	Rattus norvegicus	Zinc finger protein 426
15567					Q80W31	32.3	65	1.04e-06	Swiss-Prot	Znf569	ZN569_MOUSE	sp|Q80W31|ZN569_MOUSE Zinc finger protein 569 OS=Mus musculus OX=10090 GN=Znf569 PE=2 SV=2	679	Mus musculus	Zinc finger protein 569
15568					Q9ULD5	39.7	58	1.47e-06	Swiss-Prot	ZNF777	ZN777_HUMAN	sp|Q9ULD5|ZN777_HUMAN Zinc finger protein 777 OS=Homo sapiens OX=9606 GN=ZNF777 PE=1 SV=3	831	Homo sapiens	Zinc finger protein 777
15569					Q8R1D1	32.9	70	1.75e-06	Swiss-Prot	Znf426	ZN426_MOUSE	sp|Q8R1D1|ZN426_MOUSE Zinc finger protein 426 OS=Mus musculus OX=10090 GN=Znf426 PE=2 SV=1	550	Mus musculus	Zinc finger protein 426
15570					Q9Y2H8	32.4	68	1.88e-06	Swiss-Prot	ZNF510	ZN510_HUMAN	sp|Q9Y2H8|ZN510_HUMAN Zinc finger protein 510 OS=Homo sapiens OX=9606 GN=ZNF510 PE=2 SV=1	683	Homo sapiens	Zinc finger protein 510
15571					Q06730	34.9	63	1.95e-06	Swiss-Prot	ZNF33A	ZN33A_HUMAN	sp|Q06730|ZN33A_HUMAN Zinc finger protein 33A OS=Homo sapiens OX=9606 GN=ZNF33A PE=1 SV=3	810	Homo sapiens	Zinc finger protein 33A
15572					Q5TYW1	32.4	71	2.75e-06	Swiss-Prot	ZNF658	ZN658_HUMAN	sp|Q5TYW1|ZN658_HUMAN Zinc finger protein 658 OS=Homo sapiens OX=9606 GN=ZNF658 PE=1 SV=2	1059	Homo sapiens	Zinc finger protein 658
15573					Q8N859	32.4	71	2.89e-06	Swiss-Prot	ZNF713	ZN713_HUMAN	sp|Q8N859|ZN713_HUMAN Zinc finger protein 713 OS=Homo sapiens OX=9606 GN=ZNF713 PE=2 SV=2	443	Homo sapiens	Zinc finger protein 713
15574					Q61967	32.8	64	3.3e-06	Swiss-Prot	Zfp90	ZFP90_MOUSE	sp|Q61967|ZFP90_MOUSE Zinc finger protein 90 OS=Mus musculus OX=10090 GN=Zfp90 PE=1 SV=1	636	Mus musculus	Zinc finger protein 90
15575					Q9Y473	36.1	61	4.56e-06	Swiss-Prot	ZNF175	ZN175_HUMAN	sp|Q9Y473|ZN175_HUMAN Zinc finger protein 175 OS=Homo sapiens OX=9606 GN=ZNF175 PE=1 SV=1	711	Homo sapiens	Zinc finger protein 175
15576					Q8TD17	37.1	70	5.95e-06	Swiss-Prot	ZNF398	ZN398_HUMAN	sp|Q8TD17|ZN398_HUMAN Zinc finger protein 398 OS=Homo sapiens OX=9606 GN=ZNF398 PE=1 SV=1	642	Homo sapiens	Zinc finger protein 398
15577					Q8BQC8	32.3	65	6.11e-06	Swiss-Prot	Rbak	RBAK_MOUSE	sp|Q8BQC8|RBAK_MOUSE RB-associated KRAB zinc finger protein OS=Mus musculus OX=10090 GN=Rbak PE=1 SV=1	711	Mus musculus	RB-associated KRAB zinc finger protein
15578					Q6ZMS7	39.7	58	7.57e-06	Swiss-Prot	ZNF783	ZN783_HUMAN	sp|Q6ZMS7|ZN783_HUMAN Zinc finger protein 783 OS=Homo sapiens OX=9606 GN=ZNF783 PE=1 SV=2	546	Homo sapiens	Zinc finger protein 783
15579					Q7TSI0	37.5	56	8.11e-06	Swiss-Prot	Znf12	ZNF12_MOUSE	sp|Q7TSI0|ZNF12_MOUSE Zinc finger protein 12 OS=Mus musculus OX=10090 GN=Znf12 PE=2 SV=1	686	Mus musculus	Zinc finger protein 12
15580					Q02525	29.4	85	8.2e-06	Swiss-Prot	Zfp39	ZFP39_MOUSE	sp|Q02525|ZFP39_MOUSE Zinc finger protein 39 OS=Mus musculus OX=10090 GN=Zfp39 PE=2 SV=2	718	Mus musculus	Zinc finger protein 39
15581					Q06732	33.3	69	8.35e-06	Swiss-Prot	ZNF33B	ZN33B_HUMAN	sp|Q06732|ZN33B_HUMAN Zinc finger protein 33B OS=Homo sapiens OX=9606 GN=ZNF33B PE=1 SV=2	778	Homo sapiens	Zinc finger protein 33B
15582					Q8NDQ6	46.3	54	1.07e-05	Swiss-Prot	ZNF540	ZN540_HUMAN	sp|Q8NDQ6|ZN540_HUMAN Zinc finger protein 540 OS=Homo sapiens OX=9606 GN=ZNF540 PE=1 SV=1	660	Homo sapiens	Zinc finger protein 540
15583					Q8N9Z0	30.7	88	1.27e-05	Swiss-Prot	ZNF610	ZN610_HUMAN	sp|Q8N9Z0|ZN610_HUMAN Zinc finger protein 610 OS=Homo sapiens OX=9606 GN=ZNF610 PE=2 SV=2	462	Homo sapiens	Zinc finger protein 610
15584					Q4V8A8	32.8	61	1.42e-05	Swiss-Prot	Zfp90	ZFP90_RAT	sp|Q4V8A8|ZFP90_RAT Zinc finger protein 90 OS=Rattus norvegicus OX=10116 GN=Zfp90 PE=2 SV=1	633	Rattus norvegicus	Zinc finger protein 90
15585	Cluster-80718.54458_A1.NODE_126751_length_1218_cov_492.488271_g12816_i14	salamandra_salamandra_sud-nord_blastp	6.52097159954106	0.0211547093674139	KAJ1116458.1	90.4	166	6.34e-95	Nr			KAJ1116458.1 hypothetical protein NDU88_004669 [Pleurodeles waltl]	502	Pleurodeles waltl	hypothetical protein NDU88_004669
15586					XP_038251663.1	56.4	179	3.01e-53	Nr			XP_038251663.1 basic immunoglobulin-like variable motif-containing protein isoform X4 [Dermochelys coriacea]	503	Dermochelys coriacea	basic immunoglobulin-like variable motif-containing protein isoform X4
15587					XP_043360672.1	56.4	179	3.07e-53	Nr			XP_043360672.1 basic immunoglobulin-like variable motif-containing protein isoform X3 [Dermochelys coriacea]	504	Dermochelys coriacea	basic immunoglobulin-like variable motif-containing protein isoform X3
15588					XP_038251637.1	56.4	179	3.32e-53	Nr			XP_038251637.1 basic immunoglobulin-like variable motif-containing protein isoform X2 [Dermochelys coriacea]	508	Dermochelys coriacea	basic immunoglobulin-like variable motif-containing protein isoform X2
15589					XP_043360670.1	56.4	179	3.3899999999999998e-53	Nr			XP_043360670.1 basic immunoglobulin-like variable motif-containing protein isoform X1 [Dermochelys coriacea]	509	Dermochelys coriacea	basic immunoglobulin-like variable motif-containing protein isoform X1
15590					XP_048710564.1	55.9	179	4.23e-53	Nr			XP_048710564.1 basic immunoglobulin-like variable motif-containing protein isoform X2 [Caretta caretta]	503	Caretta caretta	basic immunoglobulin-like variable motif-containing protein isoform X2
15591					XP_044526476.1	58.4	178	4.23e-53	Nr			XP_044526476.1 basic immunoglobulin-like variable motif-containing protein isoform X2 [Gracilinanus agilis]	503	Gracilinanus agilis	basic immunoglobulin-like variable motif-containing protein isoform X2
15592					XP_048710555.1	55.9	179	4.31e-53	Nr			XP_048710555.1 basic immunoglobulin-like variable motif-containing protein isoform X1 [Caretta caretta]	504	Caretta caretta	basic immunoglobulin-like variable motif-containing protein isoform X1
15593					XP_044526475.1	58.4	178	4.31e-53	Nr			XP_044526475.1 basic immunoglobulin-like variable motif-containing protein isoform X1 [Gracilinanus agilis]	504	Gracilinanus agilis	basic immunoglobulin-like variable motif-containing protein isoform X1
15594					F6SAK9	57.9	178	4.64e-53	TrEMBL	BIVM	F6SAK9_MONDO	tr|F6SAK9|F6SAK9_MONDO Basic immunoglobulin-like variable motif-containing protein OS=Monodelphis domestica OX=13616 GN=BIVM PE=3 SV=3	504	Monodelphis domestica	Basic immunoglobulin-like variable motif-containing protein
15595					XP_036610397.1	57.9	178	5.94e-53	Nr			XP_036610397.1 basic immunoglobulin-like variable motif-containing protein isoform X2 [Trichosurus vulpecula]	503	Trichosurus vulpecula	basic immunoglobulin-like variable motif-containing protein isoform X2
15596					XP_036610396.1	57.9	178	6.05e-53	Nr			XP_036610396.1 basic immunoglobulin-like variable motif-containing protein isoform X1 [Trichosurus vulpecula]	504	Trichosurus vulpecula	basic immunoglobulin-like variable motif-containing protein isoform X1
15597					A0A4D9EYQ2	56.4	179	8.98e-53	TrEMBL	DR999_PMT02026	A0A4D9EYQ2_9SAUR	tr|A0A4D9EYQ2|A0A4D9EYQ2_9SAUR Basic immunoglobulin-like variable motif-containing protein OS=Platysternon megacephalum OX=55544 GN=DR999_PMT02026 PE=3 SV=1	503	Platysternon megacephalum	Basic immunoglobulin-like variable motif-containing protein
15598					XP_007501385.1	57.9	178	1.1699999999999999e-52	Nr			XP_007501385.1 PREDICTED: basic immunoglobulin-like variable motif-containing protein isoform X2 [Monodelphis domestica]	503	Monodelphis domestica	PREDICTED: basic immunoglobulin-like variable motif-containing protein isoform X2
15599					XP_007501383.1	57.9	178	1.19e-52	Nr			XP_007501383.1 PREDICTED: basic immunoglobulin-like variable motif-containing protein isoform X1 [Monodelphis domestica]	504	Monodelphis domestica	PREDICTED: basic immunoglobulin-like variable motif-containing protein isoform X1
15600					XP_043391228.1	55.3	179	1.97e-52	Nr			XP_043391228.1 basic immunoglobulin-like variable motif-containing protein isoform X5 [Chelonia mydas]	478	Chelonia mydas	basic immunoglobulin-like variable motif-containing protein isoform X5
15601					TFK14415.1	56.4	179	2.3099999999999997e-52	Nr			TFK14415.1 protein GREB1 [Platysternon megacephalum]	503	Platysternon megacephalum	protein GREB1
15602					A0A674HWM6	56.4	179	2.4799999999999998e-52	TrEMBL	BIVM	A0A674HWM6_TERCA	tr|A0A674HWM6|A0A674HWM6_TERCA Basic immunoglobulin-like variable motif-containing protein OS=Terrapene carolina triunguis OX=2587831 GN=BIVM PE=3 SV=1	503	Terrapene carolina triunguis	Basic immunoglobulin-like variable motif-containing protein
15603					XP_007066306.1	55.3	179	3.24e-52	Nr			XP_007066306.1 basic immunoglobulin-like variable motif-containing protein isoform X4 [Chelonia mydas]	503	Chelonia mydas	basic immunoglobulin-like variable motif-containing protein isoform X4
15604					XP_037752491.1	55.3	179	3.2999999999999996e-52	Nr			XP_037752491.1 basic immunoglobulin-like variable motif-containing protein isoform X3 [Chelonia mydas]	504	Chelonia mydas	basic immunoglobulin-like variable motif-containing protein isoform X3
15605					XP_043391217.1	55.3	179	3.56e-52	Nr			XP_043391217.1 basic immunoglobulin-like variable motif-containing protein isoform X2 [Chelonia mydas]	508	Chelonia mydas	basic immunoglobulin-like variable motif-containing protein isoform X2
15606					XP_043391204.1	55.3	179	3.63e-52	Nr			XP_043391204.1 basic immunoglobulin-like variable motif-containing protein isoform X1 [Chelonia mydas]	509	Chelonia mydas	basic immunoglobulin-like variable motif-containing protein isoform X1
15607					A0A8C3HQ05	55.9	179	9.619999999999999e-52	TrEMBL	BIVM	A0A8C3HQ05_CHRPI	tr|A0A8C3HQ05|A0A8C3HQ05_CHRPI Basic immunoglobulin-like variable motif-containing protein OS=Chrysemys picta bellii OX=8478 GN=BIVM PE=3 SV=1	503	Chrysemys picta bellii	Basic immunoglobulin-like variable motif-containing protein
15608					A0A494BZX4	54.4	180	9.88e-52	TrEMBL	BIVM	A0A494BZX4_HUMAN	tr|A0A494BZX4|A0A494BZX4_HUMAN Basic immunoglobulin-like variable motif-containing protein OS=Homo sapiens OX=9606 GN=BIVM PE=3 SV=1	202	Homo sapiens	Basic immunoglobulin-like variable motif-containing protein
15609					XP_029766328.1	56.4	179	9.969999999999999e-52	Nr			XP_029766328.1 LOW QUALITY PROTEIN: basic immunoglobulin-like variable motif-containing protein [Terrapene carolina triunguis]	527	Terrapene carolina triunguis	LOW QUALITY PROTEIN: basic immunoglobulin-like variable motif-containing protein
15610					A0A452IEF3	55.3	179	1.07e-51	TrEMBL		A0A452IEF3_9SAUR	tr|A0A452IEF3|A0A452IEF3_9SAUR Basic immunoglobulin-like variable motif-containing protein OS=Gopherus agassizii OX=38772 PE=3 SV=1	491	Gopherus agassizii	Basic immunoglobulin-like variable motif-containing protein
15611					XP_051840119.1	56.7	178	1.73e-51	Nr			XP_051840119.1 basic immunoglobulin-like variable motif-containing protein isoform X2 [Antechinus flavipes]	502	Antechinus flavipes	basic immunoglobulin-like variable motif-containing protein isoform X2
15612					XP_051840116.1	56.7	178	1.76e-51	Nr			XP_051840116.1 basic immunoglobulin-like variable motif-containing protein isoform X1 [Antechinus flavipes]	503	Antechinus flavipes	basic immunoglobulin-like variable motif-containing protein isoform X1
15613					KAH1186338.1	55.3	179	2.05e-51	Nr			KAH1186338.1 hypothetical protein KIL84_019087 [Mauremys mutica]	511	Mauremys mutica	hypothetical protein KIL84_019087
15614					KAI2569846.1	54.4	180	2.54e-51	Nr			KAI2569846.1 basic, immunoglobulin-like variable motif containing [Homo sapiens]	202	Homo sapiens	basic, immunoglobulin-like variable motif containing
15615					XP_006131093.1	55.9	179	3.47e-51	Nr			XP_006131093.1 basic immunoglobulin-like variable motif-containing protein isoform X2 [Pelodiscus sinensis]	503	Pelodiscus sinensis	basic immunoglobulin-like variable motif-containing protein isoform X2
15616					Q86UB2	54.4	180	4.16e-51	Swiss-Prot	BIVM	BIVM_HUMAN	sp|Q86UB2|BIVM_HUMAN Basic immunoglobulin-like variable motif-containing protein OS=Homo sapiens OX=9606 GN=BIVM PE=1 SV=3	503	Homo sapiens	Basic immunoglobulin-like variable motif-containing protein
15617					A0A8B9IQB4	57.7	182	1.07e-50	TrEMBL		A0A8B9IQB4_ANSCY	tr|A0A8B9IQB4|A0A8B9IQB4_ANSCY Basic immunoglobulin-like variable motif-containing protein OS=Anser cygnoid OX=8845 PE=3 SV=1	505	Anser cygnoid	Basic immunoglobulin-like variable motif-containing protein
15618					A0A850Z9S4	57.4	183	1.27e-50	TrEMBL	Bivm	A0A850Z9S4_9PASS	tr|A0A850Z9S4|A0A850Z9S4_9PASS Basic immunoglobulin-like variable motif-containing protein (Fragment) OS=Tichodroma muraria OX=237442 GN=Bivm PE=3 SV=1	277	Tichodroma muraria	Basic immunoglobulin-like variable motif-containing protein (Fragment)
15619					A0A8C8STR6	55.9	179	1.7e-50	TrEMBL		A0A8C8STR6_9SAUR	tr|A0A8C8STR6|A0A8C8STR6_9SAUR Basic immunoglobulin-like variable motif-containing protein OS=Pelusios castaneus OX=367368 PE=3 SV=1	512	Pelusios castaneus	Basic immunoglobulin-like variable motif-containing protein
15620					A0A6P5JA99	57.0	179	1.99e-50	TrEMBL	BIVM	A0A6P5JA99_PHACI	tr|A0A6P5JA99|A0A6P5JA99_PHACI Basic immunoglobulin-like variable motif-containing protein OS=Phascolarctos cinereus OX=38626 GN=BIVM PE=3 SV=1	502	Phascolarctos cinereus	Basic immunoglobulin-like variable motif-containing protein
15621					A0A6P5J139	57.0	179	2.02e-50	TrEMBL	BIVM	A0A6P5J139_PHACI	tr|A0A6P5J139|A0A6P5J139_PHACI Basic immunoglobulin-like variable motif-containing protein OS=Phascolarctos cinereus OX=38626 GN=BIVM PE=3 SV=1	503	Phascolarctos cinereus	Basic immunoglobulin-like variable motif-containing protein
15622					A0A494C000	54.4	180	2.09e-50	TrEMBL	BIVM	A0A494C000_HUMAN	tr|A0A494C000|A0A494C000_HUMAN Basic immunoglobulin-like variable motif-containing protein OS=Homo sapiens OX=9606 GN=BIVM PE=3 SV=1	308	Homo sapiens	Basic immunoglobulin-like variable motif-containing protein
15623					A0A494C0L8	54.4	180	2.45e-50	TrEMBL	BIVM	A0A494C0L8_HUMAN	tr|A0A494C0L8|A0A494C0L8_HUMAN Basic immunoglobulin-like variable motif-containing protein OS=Homo sapiens OX=9606 GN=BIVM PE=3 SV=1	314	Homo sapiens	Basic immunoglobulin-like variable motif-containing protein
15624					A0A494C1S8	54.4	180	4.13e-50	TrEMBL	BIVM	A0A494C1S8_HUMAN	tr|A0A494C1S8|A0A494C1S8_HUMAN Basic immunoglobulin-like variable motif-containing protein OS=Homo sapiens OX=9606 GN=BIVM PE=3 SV=1	334	Homo sapiens	Basic immunoglobulin-like variable motif-containing protein
15625					G3WE52	56.2	178	5.58e-50	TrEMBL	BIVM	G3WE52_SARHA	tr|G3WE52|G3WE52_SARHA Basic immunoglobulin-like variable motif-containing protein OS=Sarcophilus harrisii OX=9305 GN=BIVM PE=3 SV=1	503	Sarcophilus harrisii	Basic immunoglobulin-like variable motif-containing protein
15626					A0A8B9S325	56.6	182	5.79e-50	TrEMBL		A0A8B9S325_APTOW	tr|A0A8B9S325|A0A8B9S325_APTOW Basic immunoglobulin-like variable motif-containing protein OS=Apteryx owenii OX=8824 PE=3 SV=1	505	Apteryx owenii	Basic immunoglobulin-like variable motif-containing protein
15627					A0A6P5JA83	57.0	179	7.96e-50	TrEMBL	BIVM	A0A6P5JA83_PHACI	tr|A0A6P5JA83|A0A6P5JA83_PHACI Basic immunoglobulin-like variable motif-containing protein OS=Phascolarctos cinereus OX=38626 GN=BIVM PE=3 SV=1	585	Phascolarctos cinereus	Basic immunoglobulin-like variable motif-containing protein
