query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
gene-ASIM_LOCUS109	135651.CBN00555	9.41e-57	180.0	KOG3162@1|root,KOG3162@2759|Eukaryota,3A4HA@33154|Opisthokonta,3BRCW@33208|Metazoa,3D87V@33213|Bilateria,40DMN@6231|Nematoda,1KW6Y@119089|Chromadorea,4125E@6236|Rhabditida	33208|Metazoa	J	Ribosomal protein S18	MRPS18C	GO:0000313,GO:0000314,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005759,GO:0005761,GO:0005763,GO:0005829,GO:0005840,GO:0006412,GO:0006414,GO:0006415,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0016043,GO:0019538,GO:0019866,GO:0022411,GO:0022626,GO:0022627,GO:0031090,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0032543,GO:0032984,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043603,GO:0043604,GO:0043624,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0070013,GO:0070125,GO:0070126,GO:0071704,GO:0071840,GO:0098798,GO:0140053,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02963	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S18
gene-ASIM_LOCUS113	6238.CBG17641	3.32e-305	867.0	KOG1306@1|root,KOG1306@2759|Eukaryota,38CSX@33154|Opisthokonta,3BAVY@33208|Metazoa,3CSR1@33213|Bilateria,40ATH@6231|Nematoda,1KY0X@119089|Chromadorea,40ZAR@6236|Rhabditida	33208|Metazoa	P	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family	-	-	-	ko:K05849	ko04020,ko04022,ko04371,ko04740,ko04974,map04020,map04022,map04371,map04740,map04974	-	-	-	ko00000,ko00001,ko00536,ko02000	2.A.19.3	-	-	Calx-beta,Na_Ca_ex,Na_Ca_ex_C
gene-ASIM_LOCUS119	7209.EFO25556.1	2.06e-33	124.0	2ERXH@1|root,2SUKZ@2759|Eukaryota,39DXE@33154|Opisthokonta,3CHVP@33208|Metazoa,3DZDN@33213|Bilateria,40GWJ@6231|Nematoda,1KZRA@119089|Chromadorea	33208|Metazoa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-ASIM_LOCUS131	34506.g6593	5.89e-14	74.3	KOG2087@1|root,KOG4544@1|root,KOG2087@2759|Eukaryota,KOG4544@2759|Eukaryota,38DRQ@33154|Opisthokonta,3B9GE@33208|Metazoa,3CSEC@33213|Bilateria,40ANI@6231|Nematoda,1KU7B@119089|Chromadorea,40TB1@6236|Rhabditida	33208|Metazoa	T	protein-hormone receptor activity	TSHR	GO:0000003,GO:0000323,GO:0001505,GO:0001541,GO:0001545,GO:0001653,GO:0001775,GO:0001932,GO:0001934,GO:0002064,GO:0002376,GO:0002520,GO:0002521,GO:0002682,GO:0002761,GO:0003006,GO:0003008,GO:0003013,GO:0003073,GO:0003674,GO:0004888,GO:0004930,GO:0004963,GO:0004964,GO:0004996,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005764,GO:0005768,GO:0005773,GO:0005783,GO:0005886,GO:0005887,GO:0006109,GO:0006323,GO:0006325,GO:0006338,GO:0006605,GO:0006622,GO:0006623,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0006873,GO:0006874,GO:0006875,GO:0006884,GO:0006886,GO:0006996,GO:0006997,GO:0007034,GO:0007041,GO:0007154,GO:0007165,GO:0007166,GO:0007186,GO:0007187,GO:0007188,GO:0007189,GO:0007190,GO:0007193,GO:0007200,GO:0007204,GO:0007218,GO:0007267,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007286,GO:0007289,GO:0007292,GO:0007399,GO:0007417,GO:0007423,GO:0007548,GO:0007610,GO:0007626,GO:0008015,GO:0008104,GO:0008150,GO:0008188,GO:0008217,GO:0008283,GO:0008284,GO:0008344,GO:0008361,GO:0008406,GO:0008528,GO:0008584,GO:0008585,GO:0009653,GO:0009719,GO:0009725,GO:0009755,GO:0009790,GO:0009887,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009897,GO:0009966,GO:0009967,GO:0009986,GO:0009987,GO:0009992,GO:0010033,GO:0010243,GO:0010522,GO:0010524,GO:0010562,GO:0010604,GO:0010640,GO:0010646,GO:0010647,GO:0010675,GO:0010676,GO:0010738,GO:0010817,GO:0010876,GO:0010919,GO:0010959,GO:0012505,GO:0014066,GO:0014068,GO:0015031,GO:0015711,GO:0015718,GO:0015833,GO:0015849,GO:0015908,GO:0015909,GO:0016020,GO:0016021,GO:0016043,GO:0016192,GO:0016323,GO:0016500,GO:0017046,GO:0019216,GO:0019218,GO:0019220,GO:0019222,GO:0019725,GO:0019899,GO:0019932,GO:0019933,GO:0019935,GO:0019953,GO:0022008,GO:0022412,GO:0022414,GO:0022602,GO:0023051,GO:0023052,GO:0023056,GO:0030003,GO:0030030,GO:0030097,GO:0030098,GO:0030104,GO:0030154,GO:0030182,GO:0030183,GO:0030198,GO:0030534,GO:0030539,GO:0030855,GO:0031175,GO:0031224,GO:0031226,GO:0031233,GO:0031279,GO:0031281,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031399,GO:0031401,GO:0031410,GO:0031982,GO:0032268,GO:0032270,GO:0032276,GO:0032278,GO:0032309,GO:0032350,GO:0032352,GO:0032354,GO:0032501,GO:0032502,GO:0032504,GO:0032535,GO:0032870,GO:0032879,GO:0032960,GO:0032962,GO:0032991,GO:0033036,GO:0033043,GO:0033044,GO:0033143,GO:0033145,GO:0033146,GO:0033148,GO:0033218,GO:0033238,GO:0033365,GO:0033684,GO:0033686,GO:0034103,GO:0034104,GO:0034613,GO:0034698,GO:0034699,GO:0034728,GO:0034762,GO:0034764,GO:0034765,GO:0034767,GO:0035092,GO:0035093,GO:0035295,GO:0035472,GO:0035556,GO:0038023,GO:0038106,GO:0038194,GO:0040007,GO:0040008,GO:0040012,GO:0040014,GO:0040018,GO:0042113,GO:0042127,GO:0042221,GO:0042277,GO:0042325,GO:0042327,GO:0042471,GO:0042472,GO:0042490,GO:0042493,GO:0042562,GO:0042592,GO:0042698,GO:0042699,GO:0042700,GO:0042802,GO:0042803,GO:0042886,GO:0043044,GO:0043062,GO:0043085,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043235,GO:0043255,GO:0043269,GO:0043270,GO:0043408,GO:0043410,GO:0043434,GO:0043486,GO:0043583,GO:0043933,GO:0044057,GO:0044060,GO:0044093,GO:0044421,GO:0044424,GO:0044425,GO:0044444,GO:0044459,GO:0044464,GO:0044703,GO:0044877,GO:0045056,GO:0045121,GO:0045124,GO:0045136,GO:0045137,GO:0045184,GO:0045321,GO:0045595,GO:0045637,GO:0045670,GO:0045761,GO:0045762,GO:0045779,GO:0045913,GO:0045927,GO:0045937,GO:0046544,GO:0046545,GO:0046546,GO:0046649,GO:0046660,GO:0046661,GO:0046717,GO:0046850,GO:0046851,GO:0046883,GO:0046885,GO:0046886,GO:0046887,GO:0046890,GO:0046903,GO:0046907,GO:0046942,GO:0046983,GO:0048232,GO:0048468,GO:0048511,GO:0048513,GO:0048515,GO:0048518,GO:0048519,GO:0048522,GO:0048534,GO:0048562,GO:0048568,GO:0048583,GO:0048584,GO:0048598,GO:0048608,GO:0048609,GO:0048638,GO:0048639,GO:0048666,GO:0048699,GO:0048731,GO:0048806,GO:0048839,GO:0048856,GO:0048869,GO:0048878,GO:0050482,GO:0050673,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050801,GO:0050810,GO:0050848,GO:0050850,GO:0050877,GO:0050890,GO:0050896,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051094,GO:0051117,GO:0051128,GO:0051171,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051241,GO:0051246,GO:0051247,GO:0051276,GO:0051279,GO:0051281,GO:0051282,GO:0051339,GO:0051349,GO:0051480,GO:0051641,GO:0051649,GO:0051704,GO:0051716,GO:0051924,GO:0051928,GO:0055065,GO:0055074,GO:0055080,GO:0055082,GO:0060008,GO:0060009,GO:0060011,GO:0060065,GO:0060089,GO:0060113,GO:0060119,GO:0060122,GO:0060255,GO:0060341,GO:0060408,GO:0060429,GO:0060732,GO:0061458,GO:0061462,GO:0062012,GO:0062013,GO:0065007,GO:0065008,GO:0065009,GO:0070372,GO:0070374,GO:0070727,GO:0070887,GO:0071103,GO:0071310,GO:0071371,GO:0071372,GO:0071373,GO:0071375,GO:0071417,GO:0071495,GO:0071542,GO:0071702,GO:0071705,GO:0071711,GO:0071715,GO:0071824,GO:0071840,GO:0071944,GO:0072503,GO:0072507,GO:0072520,GO:0072594,GO:0072665,GO:0072666,GO:0080090,GO:0090030,GO:0090066,GO:0090102,GO:0090103,GO:0090596,GO:0097708,GO:0098552,GO:0098589,GO:0098590,GO:0098771,GO:0098805,GO:0098857,GO:0120036,GO:1901571,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902105,GO:1902531,GO:1902533,GO:1902930,GO:1902932,GO:1903169,GO:1903530,GO:1903532,GO:1903706,GO:1903963,GO:1904062,GO:1904064,GO:1904427,GO:1904587,GO:1904588,GO:1905225,GO:1905229,GO:2000026	-	ko:K04247,ko:K04248,ko:K04249	ko04020,ko04024,ko04080,ko04913,ko04917,ko04918,ko04923,ko05320,map04020,map04024,map04080,map04913,map04917,map04918,map04923,map05320	-	-	-	ko00000,ko00001,ko04030	-	-	-	7tm_1,GnHR_trans,LRRNT,LRR_5,LRR_8
gene-ASIM_LOCUS148	7209.EFO23388.1	0.0	1111.0	KOG1139@1|root,KOG1139@2759|Eukaryota,38I1K@33154|Opisthokonta,3BC0C@33208|Metazoa,3CUPK@33213|Bilateria,40AWR@6231|Nematoda,1KUZR@119089|Chromadorea	33208|Metazoa	O	ubiquitin-dependent protein catabolic process via the N-end rule pathway	UBR3	GO:0000151,GO:0000209,GO:0001654,GO:0001701,GO:0001967,GO:0002682,GO:0002684,GO:0003008,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006508,GO:0006511,GO:0006807,GO:0007275,GO:0007423,GO:0007600,GO:0007606,GO:0007608,GO:0007610,GO:0007631,GO:0007635,GO:0008150,GO:0008152,GO:0008270,GO:0008589,GO:0009056,GO:0009057,GO:0009653,GO:0009790,GO:0009792,GO:0009887,GO:0009966,GO:0009967,GO:0009987,GO:0010498,GO:0010646,GO:0010647,GO:0010941,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019941,GO:0023051,GO:0023056,GO:0030163,GO:0031347,GO:0031349,GO:0032446,GO:0032501,GO:0032502,GO:0032991,GO:0034121,GO:0034123,GO:0034124,GO:0034126,GO:0036211,GO:0042048,GO:0042221,GO:0042981,GO:0043009,GO:0043066,GO:0043067,GO:0043069,GO:0043161,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0045088,GO:0045089,GO:0045880,GO:0046872,GO:0046914,GO:0048513,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048592,GO:0048731,GO:0048856,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050877,GO:0050896,GO:0051603,GO:0051704,GO:0051705,GO:0051865,GO:0060548,GO:0061630,GO:0061659,GO:0065007,GO:0070647,GO:0070936,GO:0071596,GO:0071704,GO:0080134,GO:0090596,GO:0140096,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1990234	2.3.2.27	ko:K11978,ko:K17455	-	-	-	-	ko00000,ko01000,ko04121,ko04131,ko04812	-	-	-	zf-UBR
gene-ASIM_LOCUS154	6239.F56F10.1.2	4.78e-120	387.0	KOG2182@1|root,KOG2182@2759|Eukaryota,38H6D@33154|Opisthokonta,3BBCG@33208|Metazoa,3CS02@33213|Bilateria,40CY9@6231|Nematoda,1KYHK@119089|Chromadorea,40WUC@6236|Rhabditida	33208|Metazoa	O	Serine carboxypeptidase S28	PRSS16	GO:0000323,GO:0003674,GO:0003824,GO:0004177,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005768,GO:0005773,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0008239,GO:0009056,GO:0009057,GO:0012505,GO:0016787,GO:0017171,GO:0019538,GO:0030163,GO:0031410,GO:0031982,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0070011,GO:0071704,GO:0097708,GO:0140096,GO:1901564,GO:1901565,GO:1901575	-	ko:K09649	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_S28
gene-ASIM_LOCUS157	135651.CBN04126	0.0	1172.0	COG3590@1|root,KOG3624@2759|Eukaryota,3AG7U@33154|Opisthokonta,3BX41@33208|Metazoa,3DEQX@33213|Bilateria,40FFU@6231|Nematoda,1KY4X@119089|Chromadorea,40XVV@6236|Rhabditida	33208|Metazoa	E	Peptidase family M13	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M13,Peptidase_M13_N
gene-ASIM_LOCUS162	7209.EFO19565.1	7.2e-71	236.0	COG5034@1|root,KOG1973@2759|Eukaryota,38E9X@33154|Opisthokonta,3BB6P@33208|Metazoa,3CYPJ@33213|Bilateria,40EIW@6231|Nematoda,1KWWE@119089|Chromadorea	33208|Metazoa	B	PHD zinc finger	ING3	GO:0000123,GO:0000228,GO:0000785,GO:0000790,GO:0000812,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006325,GO:0006338,GO:0006464,GO:0006473,GO:0006475,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009987,GO:0010941,GO:0010942,GO:0016043,GO:0016569,GO:0016570,GO:0016573,GO:0018193,GO:0018205,GO:0018393,GO:0018394,GO:0019538,GO:0031248,GO:0031974,GO:0031981,GO:0032777,GO:0032991,GO:0034728,GO:0035064,GO:0035267,GO:0036211,GO:0042393,GO:0042981,GO:0043044,GO:0043065,GO:0043067,GO:0043068,GO:0043170,GO:0043189,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043486,GO:0043543,GO:0043933,GO:0043967,GO:0043968,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044451,GO:0044454,GO:0044464,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051276,GO:0065007,GO:0070013,GO:0070603,GO:0071704,GO:0071824,GO:0071840,GO:0097346,GO:0140030,GO:0140034,GO:1901564,GO:1902493,GO:1902494,GO:1902562,GO:1904949,GO:1990234	-	ko:K11319	-	-	-	-	ko00000,ko03036	-	-	-	ING
gene-ASIM_LOCUS175	8090.ENSORLP00000004273	2.65e-10	65.1	COG0025@1|root,KOG3826@2759|Eukaryota,38B6Z@33154|Opisthokonta,3BC52@33208|Metazoa,3CSMF@33213|Bilateria,482P4@7711|Chordata,491QU@7742|Vertebrata,49X7X@7898|Actinopterygii	33208|Metazoa	P	Mitochondrial sodium hydrogen exchanger 9B2-like	SLC9B2	GO:0002682,GO:0002684,GO:0002761,GO:0002763,GO:0002790,GO:0002791,GO:0003008,GO:0003014,GO:0003096,GO:0003674,GO:0005215,GO:0005451,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005768,GO:0005794,GO:0005886,GO:0005903,GO:0005929,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0006820,GO:0006821,GO:0006873,GO:0006885,GO:0006897,GO:0006898,GO:0006928,GO:0008021,GO:0008104,GO:0008150,GO:0008324,GO:0008509,GO:0009306,GO:0009987,GO:0010008,GO:0010348,GO:0010646,GO:0010720,GO:0010817,GO:0012505,GO:0012506,GO:0015031,GO:0015075,GO:0015077,GO:0015078,GO:0015079,GO:0015081,GO:0015103,GO:0015108,GO:0015291,GO:0015297,GO:0015298,GO:0015299,GO:0015318,GO:0015385,GO:0015491,GO:0015672,GO:0015698,GO:0015833,GO:0016020,GO:0016192,GO:0016323,GO:0019725,GO:0019866,GO:0022804,GO:0022821,GO:0022857,GO:0022890,GO:0023051,GO:0030001,GO:0030003,GO:0030004,GO:0030133,GO:0030317,GO:0030641,GO:0030658,GO:0030659,GO:0030672,GO:0031090,GO:0031410,GO:0031514,GO:0031966,GO:0031967,GO:0031975,GO:0031982,GO:0032501,GO:0032879,GO:0032880,GO:0032940,GO:0033036,GO:0034220,GO:0035725,GO:0036126,GO:0040011,GO:0042592,GO:0042802,GO:0042886,GO:0042995,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044429,GO:0044433,GO:0044440,GO:0044441,GO:0044444,GO:0044446,GO:0044456,GO:0044459,GO:0044463,GO:0044464,GO:0045184,GO:0045202,GO:0045595,GO:0045597,GO:0045637,GO:0045639,GO:0045670,GO:0045672,GO:0046873,GO:0046883,GO:0046903,GO:0048518,GO:0048522,GO:0048583,GO:0048870,GO:0048878,GO:0050708,GO:0050789,GO:0050793,GO:0050794,GO:0050796,GO:0050801,GO:0051046,GO:0051049,GO:0051094,GO:0051179,GO:0051223,GO:0051234,GO:0051239,GO:0051240,GO:0051453,GO:0051674,GO:0055067,GO:0055080,GO:0055082,GO:0055085,GO:0060284,GO:0060341,GO:0061178,GO:0065007,GO:0065008,GO:0070201,GO:0070382,GO:0071702,GO:0071705,GO:0071804,GO:0071805,GO:0071944,GO:0072583,GO:0090087,GO:0090276,GO:0097223,GO:0097228,GO:0097458,GO:0097708,GO:0097722,GO:0097729,GO:0098588,GO:0098590,GO:0098655,GO:0098656,GO:0098657,GO:0098660,GO:0098661,GO:0098662,GO:0098771,GO:0098793,GO:0098805,GO:0098862,GO:0099501,GO:0099503,GO:0099516,GO:0120025,GO:0120038,GO:1902105,GO:1902107,GO:1902476,GO:1902600,GO:1903010,GO:1903012,GO:1903530,GO:1903706,GO:1903708,GO:2000026,GO:2001204,GO:2001206	-	-	-	-	-	-	-	-	-	-	Na_H_Exchanger
gene-ASIM_LOCUS188	6238.CBG11065	6.4e-64	225.0	KOG1215@1|root,KOG1215@2759|Eukaryota,3AME2@33154|Opisthokonta,3C0H1@33208|Metazoa,3DGXX@33213|Bilateria,40GCH@6231|Nematoda,1KZ5M@119089|Chromadorea,40UK2@6236|Rhabditida	33208|Metazoa	T	Low-density lipoprotein receptor domain class A	-	-	-	-	-	-	-	-	-	-	-	-	I-set,Ldl_recept_a
gene-ASIM_LOCUS205	7209.EFO23596.1	0.0	1025.0	KOG4338@1|root,KOG4338@2759|Eukaryota,38D8A@33154|Opisthokonta,3BCAR@33208|Metazoa,3CYWB@33213|Bilateria	33208|Metazoa	I	Apolipoprotein	-	GO:0003674,GO:0005102,GO:0005215,GO:0005319,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005615,GO:0005623,GO:0005886,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015850,GO:0015918,GO:0016020,GO:0032368,GO:0032370,GO:0032879,GO:0033036,GO:0034196,GO:0044421,GO:0044464,GO:0045178,GO:0048518,GO:0050789,GO:0051049,GO:0051050,GO:0051179,GO:0051234,GO:0065007,GO:0070325,GO:0071702,GO:0071944,GO:1905952,GO:1905954	-	-	-	-	-	-	-	-	-	-	C8,DUF1081,DUF1943,VWD,Vitellogenin_N
gene-ASIM_LOCUS218	135651.CBN04643	3.79e-113	333.0	COG1834@1|root,2SCGJ@2759|Eukaryota,3AJVR@33154|Opisthokonta,3C07N@33208|Metazoa,3DG9A@33213|Bilateria,40G83@6231|Nematoda,1KZ5A@119089|Chromadorea,40WAZ@6236|Rhabditida	33208|Metazoa	E	Amidinotransferase	-	-	-	-	-	-	-	-	-	-	-	-	Amidinotransf
gene-ASIM_LOCUS220	1561998.Csp11.Scaffold629.g13302.t1	0.0	945.0	COG0143@1|root,KOG1247@2759|Eukaryota,KOG2241@2759|Eukaryota,38BWQ@33154|Opisthokonta,3B9DQ@33208|Metazoa,3CV3C@33213|Bilateria,40B80@6231|Nematoda,1KTJS@119089|Chromadorea,40XS3@6236|Rhabditida	33208|Metazoa	J	Belongs to the class-I aminoacyl-tRNA synthetase family	MARS	GO:0003674,GO:0003824,GO:0004812,GO:0004825,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006351,GO:0006355,GO:0006356,GO:0006399,GO:0006412,GO:0006418,GO:0006431,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0006950,GO:0007154,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009267,GO:0009303,GO:0009605,GO:0009719,GO:0009725,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016070,GO:0016072,GO:0016874,GO:0016875,GO:0017101,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0019752,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031667,GO:0031668,GO:0031669,GO:0031974,GO:0031981,GO:0032774,GO:0032868,GO:0032869,GO:0032870,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0034660,GO:0036119,GO:0036120,GO:0042221,GO:0042594,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043434,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044464,GO:0045893,GO:0045935,GO:0045943,GO:0046483,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051716,GO:0060255,GO:0065007,GO:0070013,GO:0070848,GO:0070849,GO:0070887,GO:0071310,GO:0071363,GO:0071364,GO:0071375,GO:0071417,GO:0071495,GO:0071496,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:0098781,GO:0140098,GO:0140101,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1901836,GO:1901838,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141	6.1.1.10	ko:K01874	ko00450,ko00970,map00450,map00970	M00359,M00360	R03659,R04773	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,GST_C,GST_C_3,WHEP-TRS,tRNA-synt_1g,tRNA_bind
gene-ASIM_LOCUS228	7070.TC007945-PA	1.96e-16	77.4	KOG1217@1|root,KOG1217@2759|Eukaryota,3A8NZ@33154|Opisthokonta,3BU02@33208|Metazoa,3DAM1@33213|Bilateria,420ZA@6656|Arthropoda,3SQ27@50557|Insecta	33208|Metazoa	O	Cysteine-rich venom protein	-	-	-	-	-	-	-	-	-	-	-	-	TIL
gene-ASIM_LOCUS232	31234.CRE14625	3.56e-26	105.0	2FG54@1|root,2THHK@2759|Eukaryota,39DR4@33154|Opisthokonta,3CHPK@33208|Metazoa,3DZ7B@33213|Bilateria,40KNI@6231|Nematoda,1M42G@119089|Chromadorea,411TA@6236|Rhabditida	33208|Metazoa	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
gene-ASIM_LOCUS245	7209.EFO26368.1	1.36e-41	146.0	2BXN8@1|root,2SEH8@2759|Eukaryota,3ABIN@33154|Opisthokonta,3BVMN@33208|Metazoa,3DD27@33213|Bilateria,40F09@6231|Nematoda,1KXEA@119089|Chromadorea	33208|Metazoa	-	-	-	-	-	ko:K22076	-	-	-	-	ko00000,ko03029	-	-	-	Miff
gene-ASIM_LOCUS266	7209.EFO27941.1	1.06e-66	205.0	COG1383@1|root,KOG0187@2759|Eukaryota,3A23Y@33154|Opisthokonta,3BPFC@33208|Metazoa,3D6DC@33213|Bilateria,40DW7@6231|Nematoda,1KW4U@119089|Chromadorea	33208|Metazoa	J	Ribosomal S17	RpS17	GO:0000028,GO:0002181,GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016043,GO:0019538,GO:0022607,GO:0022613,GO:0022618,GO:0022626,GO:0022627,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0042254,GO:0042255,GO:0042274,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02962	ko03010,map03010	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S17e
