	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
8955					XP_050813589.1	70.4	598	1.02e-296	Nr			XP_050813589.1 latent-transforming growth factor beta-binding protein 3 isoform X5 [Gopherus flavomarginatus]	1250	Gopherus flavomarginatus	latent-transforming growth factor beta-binding protein 3 isoform X5
8956					XP_050813587.1	70.4	598	1.1200000000000001e-296	Nr			XP_050813587.1 latent-transforming growth factor beta-binding protein 3 isoform X3 [Gopherus flavomarginatus]	1253	Gopherus flavomarginatus	latent-transforming growth factor beta-binding protein 3 isoform X3
8957					XP_030426495.1	71.2	586	1.1200000000000001e-296	Nr			XP_030426495.1 latent-transforming growth factor beta-binding protein 3 isoform X3 [Gopherus evgoodei]	1253	Gopherus evgoodei	latent-transforming growth factor beta-binding protein 3 isoform X3
8958					XP_048714220.1	71.6	587	1.31e-296	Nr			XP_048714220.1 latent-transforming growth factor beta-binding protein 3 isoform X6 [Caretta caretta]	1247	Caretta caretta	latent-transforming growth factor beta-binding protein 3 isoform X6
8959					TFK12062.1	69.9	605	1.42e-296	Nr			TFK12062.1 oncoprotein-induced transcript 3 protein [Platysternon megacephalum]	1272	Platysternon megacephalum	oncoprotein-induced transcript 3 protein
8960					A0A6P8RW04	67.9	633	1.68e-289	TrEMBL	LTBP3	A0A6P8RW04_GEOSA	tr|A0A6P8RW04|A0A6P8RW04_GEOSA latent-transforming growth factor beta-binding protein 3 isoform X2 OS=Geotrypetes seraphini OX=260995 GN=LTBP3 PE=4 SV=1	1268	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X2
8961					A0A6P8RYN5	66.9	644	1.7e-287	TrEMBL	LTBP3	A0A6P8RYN5_GEOSA	tr|A0A6P8RYN5|A0A6P8RYN5_GEOSA latent-transforming growth factor beta-binding protein 3 isoform X6 OS=Geotrypetes seraphini OX=260995 GN=LTBP3 PE=4 SV=1	1159	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X6
8962					A0A6P8RXB8	66.9	644	1.79e-286	TrEMBL	LTBP3	A0A6P8RXB8_GEOSA	tr|A0A6P8RXB8|A0A6P8RXB8_GEOSA latent-transforming growth factor beta-binding protein 3 isoform X3 OS=Geotrypetes seraphini OX=260995 GN=LTBP3 PE=4 SV=1	1235	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X3
8963					A0A6P8RYN0	66.9	644	7.24e-286	TrEMBL	LTBP3	A0A6P8RYN0_GEOSA	tr|A0A6P8RYN0|A0A6P8RYN0_GEOSA latent-transforming growth factor beta-binding protein 3 isoform X1 OS=Geotrypetes seraphini OX=260995 GN=LTBP3 PE=4 SV=1	1281	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X1
8964					A0A8C3SLN1	69.2	588	1.44e-283	TrEMBL		A0A8C3SLN1_CHESE	tr|A0A8C3SLN1|A0A8C3SLN1_CHESE Latent transforming growth factor beta binding protein 3 OS=Chelydra serpentina OX=8475 PE=4 SV=1	1261	Chelydra serpentina	Latent transforming growth factor beta binding protein 3
8965					A0A8C3SIW0	68.9	588	1.81e-283	TrEMBL		A0A8C3SIW0_CHESE	tr|A0A8C3SIW0|A0A8C3SIW0_CHESE Latent transforming growth factor beta binding protein 3 OS=Chelydra serpentina OX=8475 PE=4 SV=1	1189	Chelydra serpentina	Latent transforming growth factor beta binding protein 3
8966					A0A8C3SGS8	69.8	576	9.92e-283	TrEMBL		A0A8C3SGS8_CHESE	tr|A0A8C3SGS8|A0A8C3SGS8_CHESE Latent transforming growth factor beta binding protein 3 OS=Chelydra serpentina OX=8475 PE=4 SV=1	1256	Chelydra serpentina	Latent transforming growth factor beta binding protein 3
8967					Q9NS15	64.8	593	1.27e-268	Swiss-Prot	LTBP3	LTBP3_HUMAN	sp|Q9NS15|LTBP3_HUMAN Latent-transforming growth factor beta-binding protein 3 OS=Homo sapiens OX=9606 GN=LTBP3 PE=1 SV=4	1303	Homo sapiens	Latent-transforming growth factor beta-binding protein 3
8968					Q61810	64.4	593	2.35e-268	Swiss-Prot	Ltbp3	LTBP3_MOUSE	sp|Q61810|LTBP3_MOUSE Latent-transforming growth factor beta-binding protein 3 OS=Mus musculus OX=10090 GN=Ltbp3 PE=1 SV=4	1253	Mus musculus	Latent-transforming growth factor beta-binding protein 3
8969					A0A2I3TKL3	63.1	620	3.7399999999999997e-267	TrEMBL	LTBP3	A0A2I3TKL3_PANTR	tr|A0A2I3TKL3|A0A2I3TKL3_PANTR Latent transforming growth factor beta binding protein 3 OS=Pan troglodytes OX=9598 GN=LTBP3 PE=4 SV=1	1250	Pan troglodytes	Latent transforming growth factor beta binding protein 3
8970					A0A6D2X905	63.1	620	3.7399999999999997e-267	TrEMBL	CK820_G0033942	A0A6D2X905_PANTR	tr|A0A6D2X905|A0A6D2X905_PANTR LTBP3 isoform 4 OS=Pan troglodytes OX=9598 GN=CK820_G0033942 PE=4 SV=1	1250	Pan troglodytes	LTBP3 isoform 4
8971					F7E7D5	64.4	593	8.56e-267	TrEMBL	LTBP3	F7E7D5_MACMU	tr|F7E7D5|F7E7D5_MACMU Latent transforming growth factor beta binding protein 3 OS=Macaca mulatta OX=9544 GN=LTBP3 PE=4 SV=3	1185	Macaca mulatta	Latent transforming growth factor beta binding protein 3
8972					A0A6P7QJ87	64.8	593	1.16e-266	TrEMBL	Ltbp3	A0A6P7QJ87_MUSCR	tr|A0A6P7QJ87|A0A6P7QJ87_MUSCR latent-transforming growth factor beta-binding protein 3 isoform X2 OS=Mus caroli OX=10089 GN=Ltbp3 PE=4 SV=1	1253	Mus caroli	latent-transforming growth factor beta-binding protein 3 isoform X2
8973					A0A6D2WMJ7	63.1	620	1.49e-266	TrEMBL	CK820_G0033942	A0A6D2WMJ7_PANTR	tr|A0A6D2WMJ7|A0A6D2WMJ7_PANTR LTBP3 isoform 2 OS=Pan troglodytes OX=9598 GN=CK820_G0033942 PE=4 SV=1	1297	Pan troglodytes	LTBP3 isoform 2
8974					H2Q433	63.1	620	1.49e-266	TrEMBL	LTBP3	H2Q433_PANTR	tr|H2Q433|H2Q433_PANTR Latent transforming growth factor beta binding protein 3 OS=Pan troglodytes OX=9598 GN=LTBP3 PE=4 SV=2	1297	Pan troglodytes	Latent transforming growth factor beta binding protein 3
8975					A0A2K5XGJ6	64.1	593	1.66e-266	TrEMBL	LTBP3	A0A2K5XGJ6_MANLE	tr|A0A2K5XGJ6|A0A2K5XGJ6_MANLE Latent transforming growth factor beta binding protein 3 OS=Mandrillus leucophaeus OX=9568 GN=LTBP3 PE=4 SV=1	1207	Mandrillus leucophaeus	Latent transforming growth factor beta binding protein 3
8976					A0A2I3SVY7	62.9	620	1.87e-266	TrEMBL	LTBP3	A0A2I3SVY7_PANTR	tr|A0A2I3SVY7|A0A2I3SVY7_PANTR Latent transforming growth factor beta binding protein 3 OS=Pan troglodytes OX=9598 GN=LTBP3 PE=4 SV=1	1293	Pan troglodytes	Latent transforming growth factor beta binding protein 3
8977					Q14766	40.1	608	7.27e-118	Swiss-Prot	LTBP1	LTBP1_HUMAN	sp|Q14766|LTBP1_HUMAN Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens OX=9606 GN=LTBP1 PE=1 SV=4	1721	Homo sapiens	Latent-transforming growth factor beta-binding protein 1
8978					Q00918	40.6	591	6.31e-117	Swiss-Prot	Ltbp1	LTBP1_RAT	sp|Q00918|LTBP1_RAT Latent-transforming growth factor beta-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Ltbp1 PE=1 SV=1	1712	Rattus norvegicus	Latent-transforming growth factor beta-binding protein 1
8979					Q8CG19	40.3	598	5.78e-116	Swiss-Prot	Ltbp1	LTBP1_MOUSE	sp|Q8CG19|LTBP1_MOUSE Latent-transforming growth factor beta-binding protein 1 OS=Mus musculus OX=10090 GN=Ltbp1 PE=1 SV=2	1712	Mus musculus	Latent-transforming growth factor beta-binding protein 1
8980					Q28019	35.9	594	2.24e-102	Swiss-Prot	LTBP2	LTBP2_BOVIN	sp|Q28019|LTBP2_BOVIN Latent-transforming growth factor beta-binding protein 2 OS=Bos taurus OX=9913 GN=LTBP2 PE=1 SV=2	1842	Bos taurus	Latent-transforming growth factor beta-binding protein 2
8981					O08999	35.4	602	1e-99	Swiss-Prot	Ltbp2	LTBP2_MOUSE	sp|O08999|LTBP2_MOUSE Latent-transforming growth factor beta-binding protein 2 OS=Mus musculus OX=10090 GN=Ltbp2 PE=1 SV=2	1813	Mus musculus	Latent-transforming growth factor beta-binding protein 2
8982					O35806	34.3	604	3.6999999999999996e-98	Swiss-Prot	Ltbp2	LTBP2_RAT	sp|O35806|LTBP2_RAT Latent-transforming growth factor beta-binding protein 2 OS=Rattus norvegicus OX=10116 GN=Ltbp2 PE=1 SV=1	1764	Rattus norvegicus	Latent-transforming growth factor beta-binding protein 2
8983					Q14767	35.0	597	4.01e-98	Swiss-Prot	LTBP2	LTBP2_HUMAN	sp|Q14767|LTBP2_HUMAN Latent-transforming growth factor beta-binding protein 2 OS=Homo sapiens OX=9606 GN=LTBP2 PE=1 SV=3	1821	Homo sapiens	Latent-transforming growth factor beta-binding protein 2
8984					KAJ1105818.1	94.9	157	1.81e-83	Nr			KAJ1105818.1 hypothetical protein NDU88_003222 [Pleurodeles waltl]	1576	Pleurodeles waltl	hypothetical protein NDU88_003222
8985					A0A8C4WNC0	74.5	157	7.17e-71	TrEMBL		A0A8C4WNC0_9SAUR	tr|A0A8C4WNC0|A0A8C4WNC0_9SAUR Latent transforming growth factor beta binding protein 3 OS=Gopherus evgoodei OX=1825980 PE=4 SV=1	260	Gopherus evgoodei	Latent transforming growth factor beta binding protein 3
8986					A0A8C8SDG9	63.1	157	5.4e-70	TrEMBL		A0A8C8SDG9_9SAUR	tr|A0A8C8SDG9|A0A8C8SDG9_9SAUR Latent transforming growth factor beta binding protein 3 OS=Pelusios castaneus OX=367368 PE=4 SV=1	280	Pelusios castaneus	Latent transforming growth factor beta binding protein 3
8987					A0A8C8S9U1	63.1	157	2.22e-69	TrEMBL		A0A8C8S9U1_9SAUR	tr|A0A8C8S9U1|A0A8C8S9U1_9SAUR Latent transforming growth factor beta binding protein 3 OS=Pelusios castaneus OX=367368 PE=4 SV=1	327	Pelusios castaneus	Latent transforming growth factor beta binding protein 3
8988					K7F6W9	78.5	121	6.319999999999999e-67	TrEMBL		K7F6W9_PELSI	tr|K7F6W9|K7F6W9_PELSI Latent transforming growth factor beta binding protein 3 OS=Pelodiscus sinensis OX=13735 PE=4 SV=1	712	Pelodiscus sinensis	Latent transforming growth factor beta binding protein 3
8989					A0A8C4Y4J2	74.5	157	4.65e-66	TrEMBL		A0A8C4Y4J2_9SAUR	tr|A0A8C4Y4J2|A0A8C4Y4J2_9SAUR Latent transforming growth factor beta binding protein 3 OS=Gopherus evgoodei OX=1825980 PE=4 SV=1	733	Gopherus evgoodei	Latent transforming growth factor beta binding protein 3
8990					A0A8C8VLT2	63.1	157	1.74e-65	TrEMBL		A0A8C8VLT2_9SAUR	tr|A0A8C8VLT2|A0A8C8VLT2_9SAUR Latent transforming growth factor beta binding protein 3 OS=Pelusios castaneus OX=367368 PE=4 SV=1	732	Pelusios castaneus	Latent transforming growth factor beta binding protein 3
8991					XP_029469907.1	75.8	157	3.87e-65	Nr			XP_029469907.1 latent-transforming growth factor beta-binding protein 3 isoform X9 [Rhinatrema bivittatum]	1151	Rhinatrema bivittatum	latent-transforming growth factor beta-binding protein 3 isoform X9
8992					XP_029469906.1	75.8	157	4.26e-65	Nr			XP_029469906.1 latent-transforming growth factor beta-binding protein 3 isoform X8 [Rhinatrema bivittatum]	1191	Rhinatrema bivittatum	latent-transforming growth factor beta-binding protein 3 isoform X8
8993					XP_029469905.1	75.8	157	4.63e-65	Nr			XP_029469905.1 latent-transforming growth factor beta-binding protein 3 isoform X7 [Rhinatrema bivittatum]	1241	Rhinatrema bivittatum	latent-transforming growth factor beta-binding protein 3 isoform X7
8994					XP_029469904.1	75.8	157	4.84e-65	Nr			XP_029469904.1 latent-transforming growth factor beta-binding protein 3 isoform X6 [Rhinatrema bivittatum]	1280	Rhinatrema bivittatum	latent-transforming growth factor beta-binding protein 3 isoform X6
8995					XP_029469903.1	75.8	157	4.87e-65	Nr			XP_029469903.1 latent-transforming growth factor beta-binding protein 3 isoform X5 [Rhinatrema bivittatum]	1288	Rhinatrema bivittatum	latent-transforming growth factor beta-binding protein 3 isoform X5
8996					XP_029469902.1	75.8	157	4.9000000000000005e-65	Nr			XP_029469902.1 latent-transforming growth factor beta-binding protein 3 isoform X4 [Rhinatrema bivittatum]	1295	Rhinatrema bivittatum	latent-transforming growth factor beta-binding protein 3 isoform X4
8997					XP_029469901.1	75.8	157	4.92e-65	Nr			XP_029469901.1 latent-transforming growth factor beta-binding protein 3 isoform X3 [Rhinatrema bivittatum]	1300	Rhinatrema bivittatum	latent-transforming growth factor beta-binding protein 3 isoform X3
8998					XP_029469898.1	75.8	157	4.94e-65	Nr			XP_029469898.1 latent-transforming growth factor beta-binding protein 3 isoform X1 [Rhinatrema bivittatum]	1308	Rhinatrema bivittatum	latent-transforming growth factor beta-binding protein 3 isoform X1
8999					XP_037761161.1	75.2	157	6.38e-65	Nr			XP_037761161.1 latent-transforming growth factor beta-binding protein 3 isoform X3 [Chelonia mydas]	1247	Chelonia mydas	latent-transforming growth factor beta-binding protein 3 isoform X3
9000					XP_014433279.1	78.5	121	6.39e-65	Nr			XP_014433279.1 latent-transforming growth factor beta-binding protein 3 [Pelodiscus sinensis]	1109	Pelodiscus sinensis	latent-transforming growth factor beta-binding protein 3
9001					XP_037761159.1	75.2	157	6.42e-65	Nr			XP_037761159.1 latent-transforming growth factor beta-binding protein 3 isoform X2 [Chelonia mydas]	1253	Chelonia mydas	latent-transforming growth factor beta-binding protein 3 isoform X2
9002					XP_037761158.1	75.2	157	6.68e-65	Nr			XP_037761158.1 latent-transforming growth factor beta-binding protein 3 isoform X1 [Chelonia mydas]	1294	Chelonia mydas	latent-transforming growth factor beta-binding protein 3 isoform X1
9003					A0A6P8RW09	63.1	157	7.36e-65	TrEMBL	LTBP3	A0A6P8RW09_GEOSA	tr|A0A6P8RW09|A0A6P8RW09_GEOSA latent-transforming growth factor beta-binding protein 3 isoform X7 OS=Geotrypetes seraphini OX=260995 GN=LTBP3 PE=4 SV=1	1155	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X7
9004					A0A6P8RYN5	63.1	157	7.43e-65	TrEMBL	LTBP3	A0A6P8RYN5_GEOSA	tr|A0A6P8RYN5|A0A6P8RYN5_GEOSA latent-transforming growth factor beta-binding protein 3 isoform X6 OS=Geotrypetes seraphini OX=260995 GN=LTBP3 PE=4 SV=1	1159	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X6
9005					A0A6P8RVR3	63.1	157	7.85e-65	TrEMBL	LTBP3	A0A6P8RVR3_GEOSA	tr|A0A6P8RVR3|A0A6P8RVR3_GEOSA latent-transforming growth factor beta-binding protein 3 isoform X5 OS=Geotrypetes seraphini OX=260995 GN=LTBP3 PE=4 SV=1	1184	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X5
9006					A0A6P8RWB4	63.1	157	8.52e-65	TrEMBL	LTBP3	A0A6P8RWB4_GEOSA	tr|A0A6P8RWB4|A0A6P8RWB4_GEOSA latent-transforming growth factor beta-binding protein 3 isoform X4 OS=Geotrypetes seraphini OX=260995 GN=LTBP3 PE=4 SV=1	1234	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X4
9007					A0A6P8RXB8	63.1	157	8.53e-65	TrEMBL	LTBP3	A0A6P8RXB8_GEOSA	tr|A0A6P8RXB8|A0A6P8RXB8_GEOSA latent-transforming growth factor beta-binding protein 3 isoform X3 OS=Geotrypetes seraphini OX=260995 GN=LTBP3 PE=4 SV=1	1235	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X3
9008					A0A6P8RW04	63.1	157	8.850000000000001e-65	TrEMBL	LTBP3	A0A6P8RW04_GEOSA	tr|A0A6P8RW04|A0A6P8RW04_GEOSA latent-transforming growth factor beta-binding protein 3 isoform X2 OS=Geotrypetes seraphini OX=260995 GN=LTBP3 PE=4 SV=1	1268	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X2
9009					A0A6P8RYN0	63.1	157	8.95e-65	TrEMBL	LTBP3	A0A6P8RYN0_GEOSA	tr|A0A6P8RYN0|A0A6P8RYN0_GEOSA latent-transforming growth factor beta-binding protein 3 isoform X1 OS=Geotrypetes seraphini OX=260995 GN=LTBP3 PE=4 SV=1	1281	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X1
9010					XP_042705584.1	74.5	157	1.29e-64	Nr			XP_042705584.1 latent-transforming growth factor beta-binding protein 3 isoform X5 [Chrysemys picta bellii]	946	Chrysemys picta bellii	latent-transforming growth factor beta-binding protein 3 isoform X5
9011					A0A8C3PD63	74.5	157	1.6200000000000003e-64	TrEMBL	LTBP3	A0A8C3PD63_CHRPI	tr|A0A8C3PD63|A0A8C3PD63_CHRPI Latent transforming growth factor beta binding protein 3 OS=Chrysemys picta bellii OX=8478 GN=LTBP3 PE=4 SV=1	1249	Chrysemys picta bellii	Latent transforming growth factor beta binding protein 3
9012					A0A8C3PD73	74.5	157	1.6200000000000003e-64	TrEMBL	LTBP3	A0A8C3PD73_CHRPI	tr|A0A8C3PD73|A0A8C3PD73_CHRPI Latent transforming growth factor beta binding protein 3 OS=Chrysemys picta bellii OX=8478 GN=LTBP3 PE=4 SV=1	1251	Chrysemys picta bellii	Latent transforming growth factor beta binding protein 3
9013					A0A8C3IHN3	74.5	157	1.6200000000000003e-64	TrEMBL	LTBP3	A0A8C3IHN3_CHRPI	tr|A0A8C3IHN3|A0A8C3IHN3_CHRPI Latent transforming growth factor beta binding protein 3 OS=Chrysemys picta bellii OX=8478 GN=LTBP3 PE=4 SV=1	1252	Chrysemys picta bellii	Latent transforming growth factor beta binding protein 3
9014					XP_048714220.1	74.5	157	1.63e-64	Nr			XP_048714220.1 latent-transforming growth factor beta-binding protein 3 isoform X6 [Caretta caretta]	1247	Caretta caretta	latent-transforming growth factor beta-binding protein 3 isoform X6
9015					A0A8C3IJX1	74.5	157	1.68e-64	TrEMBL	LTBP3	A0A8C3IJX1_CHRPI	tr|A0A8C3IJX1|A0A8C3IJX1_CHRPI Latent transforming growth factor beta binding protein 3 OS=Chrysemys picta bellii OX=8478 GN=LTBP3 PE=4 SV=1	1292	Chrysemys picta bellii	Latent transforming growth factor beta binding protein 3
9016					XP_048714216.1	74.5	157	1.7e-64	Nr			XP_048714216.1 latent-transforming growth factor beta-binding protein 3 isoform X2 [Caretta caretta]	1294	Caretta caretta	latent-transforming growth factor beta-binding protein 3 isoform X2
9017					XP_033809802.1	63.1	157	1.89e-64	Nr			XP_033809802.1 latent-transforming growth factor beta-binding protein 3 isoform X7 [Geotrypetes seraphini]	1155	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X7
9018					XP_033809801.1	63.1	157	1.91e-64	Nr			XP_033809801.1 latent-transforming growth factor beta-binding protein 3 isoform X6 [Geotrypetes seraphini]	1159	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X6
9019					XP_033809800.1	63.1	157	2.02e-64	Nr			XP_033809800.1 latent-transforming growth factor beta-binding protein 3 isoform X5 [Geotrypetes seraphini]	1184	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X5
9020					XP_033809799.1	63.1	157	2.1900000000000003e-64	Nr			XP_033809799.1 latent-transforming growth factor beta-binding protein 3 isoform X4 [Geotrypetes seraphini]	1234	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X4
9021					XP_033809798.1	63.1	157	2.1900000000000003e-64	Nr			XP_033809798.1 latent-transforming growth factor beta-binding protein 3 isoform X3 [Geotrypetes seraphini]	1235	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X3
9022					XP_033809797.1	63.1	157	2.27e-64	Nr			XP_033809797.1 latent-transforming growth factor beta-binding protein 3 isoform X2 [Geotrypetes seraphini]	1268	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X2
9023					XP_033809796.1	63.1	157	2.3e-64	Nr			XP_033809796.1 latent-transforming growth factor beta-binding protein 3 isoform X1 [Geotrypetes seraphini]	1281	Geotrypetes seraphini	latent-transforming growth factor beta-binding protein 3 isoform X1
9024					A0A8T1SG05	73.9	157	3e-64	TrEMBL	LTBP3	A0A8T1SG05_CHESE	tr|A0A8T1SG05|A0A8T1SG05_CHESE Latent transforming growth factor beta binding protein 3 OS=Chelydra serpentina OX=8475 GN=LTBP3 PE=4 SV=1	1097	Chelydra serpentina	Latent transforming growth factor beta binding protein 3
9025					A0A674I4W3	74.5	157	3.03e-64	TrEMBL	LTBP3	A0A674I4W3_TERCA	tr|A0A674I4W3|A0A674I4W3_TERCA Latent transforming growth factor beta binding protein 3 OS=Terrapene carolina triunguis OX=2587831 GN=LTBP3 PE=4 SV=1	1253	Terrapene carolina triunguis	Latent transforming growth factor beta binding protein 3
9026					XP_044879204.1	74.5	157	3.11e-64	Nr			XP_044879204.1 latent-transforming growth factor beta-binding protein 3 isoform X6 [Mauremys mutica]	1109	Mauremys mutica	latent-transforming growth factor beta-binding protein 3 isoform X6
9027					XP_039403639.1	74.5	157	3.11e-64	Nr			XP_039403639.1 latent-transforming growth factor beta-binding protein 3 isoform X4 [Mauremys reevesii]	1109	Mauremys reevesii	latent-transforming growth factor beta-binding protein 3 isoform X4
9028					A0A674I6N6	74.5	157	3.14e-64	TrEMBL	LTBP3	A0A674I6N6_TERCA	tr|A0A674I6N6|A0A674I6N6_TERCA Latent transforming growth factor beta binding protein 3 OS=Terrapene carolina triunguis OX=2587831 GN=LTBP3 PE=4 SV=1	1294	Terrapene carolina triunguis	Latent transforming growth factor beta binding protein 3
9029					A0A4D9EY47	73.9	157	7.86e-64	TrEMBL	DR999_PMT04500	A0A4D9EY47_9SAUR	tr|A0A4D9EY47|A0A4D9EY47_9SAUR Oncoprotein-induced transcript 3 protein OS=Platysternon megacephalum OX=55544 GN=DR999_PMT04500 PE=4 SV=1	1272	Platysternon megacephalum	Oncoprotein-induced transcript 3 protein
9030					A0A6P7Z7L7	61.8	157	1.46e-63	TrEMBL	LTBP3	A0A6P7Z7L7_9AMPH	tr|A0A6P7Z7L7|A0A6P7Z7L7_9AMPH latent-transforming growth factor beta-binding protein 3 isoform X3 OS=Microcaecilia unicolor OX=1415580 GN=LTBP3 PE=4 SV=1	1270	Microcaecilia unicolor	latent-transforming growth factor beta-binding protein 3 isoform X3
9031					A0A6P7Z2B6	61.8	157	1.47e-63	TrEMBL	LTBP3	A0A6P7Z2B6_9AMPH	tr|A0A6P7Z2B6|A0A6P7Z2B6_9AMPH latent-transforming growth factor beta-binding protein 3 isoform X2 OS=Microcaecilia unicolor OX=1415580 GN=LTBP3 PE=4 SV=1	1282	Microcaecilia unicolor	latent-transforming growth factor beta-binding protein 3 isoform X2
9032					A0A6P7ZA82	61.8	157	1.48e-63	TrEMBL	LTBP3	A0A6P7ZA82_9AMPH	tr|A0A6P7ZA82|A0A6P7ZA82_9AMPH latent-transforming growth factor beta-binding protein 3 isoform X1 OS=Microcaecilia unicolor OX=1415580 GN=LTBP3 PE=4 SV=1	1283	Microcaecilia unicolor	latent-transforming growth factor beta-binding protein 3 isoform X1
9033					A0A8C0JB78	72.6	157	1.47e-62	TrEMBL		A0A8C0JB78_CHEAB	tr|A0A8C0JB78|A0A8C0JB78_CHEAB Latent transforming growth factor beta binding protein 3 OS=Chelonoidis abingdonii OX=106734 PE=4 SV=1	691	Chelonoidis abingdonii	Latent transforming growth factor beta binding protein 3
9034					Q8N2S1	30.5	532	5.43e-58	Swiss-Prot	LTBP4	LTBP4_HUMAN	sp|Q8N2S1|LTBP4_HUMAN Latent-transforming growth factor beta-binding protein 4 OS=Homo sapiens OX=9606 GN=LTBP4 PE=1 SV=2	1624	Homo sapiens	Latent-transforming growth factor beta-binding protein 4
9035					Q9NS15	70.7	157	2.61e-56	Swiss-Prot	LTBP3	LTBP3_HUMAN	sp|Q9NS15|LTBP3_HUMAN Latent-transforming growth factor beta-binding protein 3 OS=Homo sapiens OX=9606 GN=LTBP3 PE=1 SV=4	1303	Homo sapiens	Latent-transforming growth factor beta-binding protein 3
9036					Q8K4G1	27.9	537	6.909999999999999e-55	Swiss-Prot	Ltbp4	LTBP4_MOUSE	sp|Q8K4G1|LTBP4_MOUSE Latent-transforming growth factor beta-binding protein 4 OS=Mus musculus OX=10090 GN=Ltbp4 PE=1 SV=2	1666	Mus musculus	Latent-transforming growth factor beta-binding protein 4
9037					Q61810	69.4	157	1.4599999999999998e-54	Swiss-Prot	Ltbp3	LTBP3_MOUSE	sp|Q61810|LTBP3_MOUSE Latent-transforming growth factor beta-binding protein 3 OS=Mus musculus OX=10090 GN=Ltbp3 PE=1 SV=4	1253	Mus musculus	Latent-transforming growth factor beta-binding protein 3
9038					Q61555	35.5	169	2.84e-31	Swiss-Prot	Fbn2	FBN2_MOUSE	sp|Q61555|FBN2_MOUSE Fibrillin-2 OS=Mus musculus OX=10090 GN=Fbn2 PE=1 SV=2	2907	Mus musculus	Fibrillin-2
9039					P35556	34.9	169	1.1799999999999999e-30	Swiss-Prot	FBN2	FBN2_HUMAN	sp|P35556|FBN2_HUMAN Fibrillin-2 OS=Homo sapiens OX=9606 GN=FBN2 PE=1 SV=3	2912	Homo sapiens	Fibrillin-2
9040					P35555	37.4	187	2.07e-30	Swiss-Prot	FBN1	FBN1_HUMAN	sp|P35555|FBN1_HUMAN Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=4	2871	Homo sapiens	Fibrillin-1
9041					P98133	36.9	187	4.8399999999999994e-30	Swiss-Prot	FBN1	FBN1_BOVIN	sp|P98133|FBN1_BOVIN Fibrillin-1 OS=Bos taurus OX=9913 GN=FBN1 PE=1 SV=2	2871	Bos taurus	Fibrillin-1
9042					Q9TV36	37.4	187	1.5e-29	Swiss-Prot	FBN1	FBN1_PIG	sp|Q9TV36|FBN1_PIG Fibrillin-1 OS=Sus scrofa OX=9823 GN=FBN1 PE=2 SV=1	2871	Sus scrofa	Fibrillin-1
9043					Q61554	37.4	187	2.0000000000000002e-29	Swiss-Prot	Fbn1	FBN1_MOUSE	sp|Q61554|FBN1_MOUSE Fibrillin-1 OS=Mus musculus OX=10090 GN=Fbn1 PE=1 SV=2	2873	Mus musculus	Fibrillin-1
9044					Q75N90	33.9	186	8.17e-29	Swiss-Prot	FBN3	FBN3_HUMAN	sp|Q75N90|FBN3_HUMAN Fibrillin-3 OS=Homo sapiens OX=9606 GN=FBN3 PE=2 SV=3	2809	Homo sapiens	Fibrillin-3
9045					KAJ1105818.1	75.6	86	2.16e-25	Nr			KAJ1105818.1 hypothetical protein NDU88_003222 [Pleurodeles waltl]	1576	Pleurodeles waltl	hypothetical protein NDU88_003222
9046					Q00918	44.0	175	1.17e-20	Swiss-Prot	Ltbp1	LTBP1_RAT	sp|Q00918|LTBP1_RAT Latent-transforming growth factor beta-binding protein 1 OS=Rattus norvegicus OX=10116 GN=Ltbp1 PE=1 SV=1	1712	Rattus norvegicus	Latent-transforming growth factor beta-binding protein 1
9047					Q8CG19	35.2	142	1.6e-20	Swiss-Prot	Ltbp1	LTBP1_MOUSE	sp|Q8CG19|LTBP1_MOUSE Latent-transforming growth factor beta-binding protein 1 OS=Mus musculus OX=10090 GN=Ltbp1 PE=1 SV=2	1712	Mus musculus	Latent-transforming growth factor beta-binding protein 1
