	transcript	row	log2FoldChange	padj	protein_accession	sequence_identity	alignment_length	evalue	database	gene	locus_name	sequence_description	sequence_length	organism	protein_product
10041					Q8TF61	90.8	119	1.2e-68	Swiss-Prot	FBXO41	FBX41_HUMAN	sp|Q8TF61|FBX41_HUMAN F-box only protein 41 OS=Homo sapiens OX=9606 GN=FBXO41 PE=2 SV=5	875	Homo sapiens	F-box only protein 41
10042	Cluster-75151.83400_NODE_77802_length_2121_cov_223.140214_g18159_i1	bombina_pachypus_corset_DEGS_blastp	4.64450881007027	0.0004014552920779	XP_044146119.1	83.8	437	3.3e-221	Nr			XP_044146119.1 tetratricopeptide repeat protein 27 [Bufo gargarizans]	840	Bufo gargarizans	tetratricopeptide repeat protein 27
10043					XP_040285489.1	83.8	437	4.67e-221	Nr			XP_040285489.1 tetratricopeptide repeat protein 27 [Bufo bufo]	840	Bufo bufo	tetratricopeptide repeat protein 27
10044					A0A8J6F9S3	81.9	437	1.8700000000000002e-213	TrEMBL	GDO78_009836	A0A8J6F9S3_ELECQ	tr|A0A8J6F9S3|A0A8J6F9S3_ELECQ Tetratricopeptide repeat protein 27 OS=Eleutherodactylus coqui OX=57060 GN=GDO78_009836 PE=3 SV=1	840	Eleutherodactylus coqui	Tetratricopeptide repeat protein 27
10045					KAG9484142.1	81.9	437	4.8100000000000005e-213	Nr			KAG9484142.1 hypothetical protein GDO78_009836 [Eleutherodactylus coqui]	840	Eleutherodactylus coqui	hypothetical protein GDO78_009836
10046					A0A8C5MD86	81.9	437	6.680000000000001e-212	TrEMBL	TTC27	A0A8C5MD86_9ANUR	tr|A0A8C5MD86|A0A8C5MD86_9ANUR Tetratricopeptide repeat protein 27 OS=Leptobrachium leishanense OX=445787 GN=TTC27 PE=3 SV=1	832	Leptobrachium leishanense	Tetratricopeptide repeat protein 27
10047					A0A8C5MB33	81.9	437	9.750000000000001e-212	TrEMBL	TTC27	A0A8C5MB33_9ANUR	tr|A0A8C5MB33|A0A8C5MB33_9ANUR Tetratricopeptide repeat protein 27 OS=Leptobrachium leishanense OX=445787 GN=TTC27 PE=3 SV=1	844	Leptobrachium leishanense	Tetratricopeptide repeat protein 27
10048					XP_018408396.1	82.2	437	1.3900000000000002e-209	Nr			XP_018408396.1 PREDICTED: tetratricopeptide repeat protein 27 [Nanorana parkeri]	839	Nanorana parkeri	PREDICTED: tetratricopeptide repeat protein 27
10049					XP_040206747.1	81.5	437	1.97e-209	Nr			XP_040206747.1 tetratricopeptide repeat protein 27 isoform X1 [Rana temporaria]	839	Rana temporaria	tetratricopeptide repeat protein 27 isoform X1
10050					KAG8583580.1	81.0	437	2.8900000000000004e-209	Nr			KAG8583580.1 hypothetical protein GDO81_008470 [Engystomops pustulosus]	807	Engystomops pustulosus	hypothetical protein GDO81_008470
10051					XP_053315084.1	79.8	436	7.57e-206	Nr			XP_053315084.1 tetratricopeptide repeat protein 27 [Spea bombifrons]	836	Spea bombifrons	tetratricopeptide repeat protein 27
10052					A0A8T2JNU1	79.4	437	3.9499999999999996e-204	TrEMBL	GDO86_009362	A0A8T2JNU1_9PIPI	tr|A0A8T2JNU1|A0A8T2JNU1_9PIPI Tetratricopeptide repeat protein 27 OS=Hymenochirus boettgeri OX=247094 GN=GDO86_009362 PE=3 SV=1	664	Hymenochirus boettgeri	Tetratricopeptide repeat protein 27
10053					KAG8444146.1	79.4	437	1.01e-203	Nr			KAG8444146.1 hypothetical protein GDO86_009362 [Hymenochirus boettgeri]	664	Hymenochirus boettgeri	hypothetical protein GDO86_009362
10054					A0A6I8QYT2	79.4	437	6.31e-202	TrEMBL	ttc27	A0A6I8QYT2_XENTR	tr|A0A6I8QYT2|A0A6I8QYT2_XENTR Tetratricopeptide repeat protein 27 OS=Xenopus tropicalis OX=8364 GN=ttc27 PE=3 SV=2	788	Xenopus tropicalis	Tetratricopeptide repeat protein 27
10055					A0A6I8RZ65	79.4	437	3.11e-201	TrEMBL	ttc27	A0A6I8RZ65_XENTR	tr|A0A6I8RZ65|A0A6I8RZ65_XENTR Tetratricopeptide repeat protein 27 OS=Xenopus tropicalis OX=8364 GN=ttc27 PE=3 SV=2	839	Xenopus tropicalis	Tetratricopeptide repeat protein 27
10056					XP_002934504.2	79.4	437	7.99e-201	Nr			XP_002934504.2 tetratricopeptide repeat protein 27 [Xenopus tropicalis]	839	Xenopus tropicalis	tetratricopeptide repeat protein 27
10057					A0A6I8R727	79.4	437	8.06e-201	TrEMBL	ttc27	A0A6I8R727_XENTR	tr|A0A6I8R727|A0A6I8R727_XENTR Tetratricopeptide repeat protein 27 OS=Xenopus tropicalis OX=8364 GN=ttc27 PE=3 SV=2	870	Xenopus tropicalis	Tetratricopeptide repeat protein 27
10058					A0A093PYS0	75.9	436	3.2100000000000006e-200	TrEMBL	N336_11377	A0A093PYS0_PHACA	tr|A0A093PYS0|A0A093PYS0_PHACA Tetratricopeptide repeat protein 27 (Fragment) OS=Phalacrocorax carbo OX=9209 GN=N336_11377 PE=3 SV=1	469	Phalacrocorax carbo	Tetratricopeptide repeat protein 27 (Fragment)
10059					KFW81546.1	75.9	436	8.25e-200	Nr			KFW81546.1 Tetratricopeptide repeat protein 27, partial [Phalacrocorax carbo]	469	Phalacrocorax carbo	Tetratricopeptide repeat protein 27, partial
10060					XP_009512246.1	75.9	436	1.1799999999999999e-199	Nr			XP_009512246.1 PREDICTED: tetratricopeptide repeat protein 27 [Phalacrocorax carbo]	479	Phalacrocorax carbo	PREDICTED: tetratricopeptide repeat protein 27
10061					A0A1L8G7S0	79.1	435	2.9399999999999998e-199	TrEMBL	ttc27.L	A0A1L8G7S0_XENLA	tr|A0A1L8G7S0|A0A1L8G7S0_XENLA Tetratricopeptide repeat protein 27 OS=Xenopus laevis OX=8355 GN=ttc27.L PE=3 SV=1	840	Xenopus laevis	Tetratricopeptide repeat protein 27
10062					XP_018118502.1	79.1	435	7.55e-199	Nr			XP_018118502.1 tetratricopeptide repeat protein 27 [Xenopus laevis]	840	Xenopus laevis	tetratricopeptide repeat protein 27
10063					A0A6I8RKD5	79.4	431	2.84e-198	TrEMBL	ttc27	A0A6I8RKD5_XENTR	tr|A0A6I8RKD5|A0A6I8RKD5_XENTR Tetratricopeptide repeat protein 27 OS=Xenopus tropicalis OX=8364 GN=ttc27 PE=3 SV=2	801	Xenopus tropicalis	Tetratricopeptide repeat protein 27
10064					KAJ1153030.1	76.4	437	9.789999999999999e-197	Nr			KAJ1153030.1 hypothetical protein NDU88_005797 [Pleurodeles waltl]	840	Pleurodeles waltl	hypothetical protein NDU88_005797
10065					A0A8C3GM16	66.7	436	2.13e-195	TrEMBL		A0A8C3GM16_CAIMO	tr|A0A8C3GM16|A0A8C3GM16_CAIMO Tetratricopeptide repeat protein 27 OS=Cairina moschata domestica OX=1240228 PE=3 SV=1	824	Cairina moschata domestica	Tetratricopeptide repeat protein 27
10066					A0A8C3CCW1	66.7	436	2.57e-195	TrEMBL		A0A8C3CCW1_CAIMO	tr|A0A8C3CCW1|A0A8C3CCW1_CAIMO Tetratricopeptide repeat protein 27 OS=Cairina moschata domestica OX=1240228 PE=3 SV=1	830	Cairina moschata domestica	Tetratricopeptide repeat protein 27
10067					A0A5F8HEM5	74.4	437	2.7000000000000003e-195	TrEMBL	TTC27	A0A5F8HEM5_MONDO	tr|A0A5F8HEM5|A0A5F8HEM5_MONDO Tetratricopeptide repeat protein 27 OS=Monodelphis domestica OX=13616 GN=TTC27 PE=3 SV=1	843	Monodelphis domestica	Tetratricopeptide repeat protein 27
10068					A0A8C3CCM6	66.7	436	3.94e-195	TrEMBL		A0A8C3CCM6_CAIMO	tr|A0A8C3CCM6|A0A8C3CCM6_CAIMO Tetratricopeptide repeat protein 27 OS=Cairina moschata domestica OX=1240228 PE=3 SV=1	844	Cairina moschata domestica	Tetratricopeptide repeat protein 27
10069					A0A7L2GG92	75.9	436	5.0600000000000004e-195	TrEMBL	Ttc27	A0A7L2GG92_NYCGR	tr|A0A7L2GG92|A0A7L2GG92_NYCGR Tetratricopeptide repeat protein 27 (Fragment) OS=Nyctibius grandis OX=48427 GN=Ttc27 PE=3 SV=1	491	Nyctibius grandis	Tetratricopeptide repeat protein 27 (Fragment)
10070					A0A7K8P1C2	75.7	436	6.9e-195	TrEMBL	Ttc27	A0A7K8P1C2_COCCO	tr|A0A7K8P1C2|A0A7K8P1C2_COCCO Tetratricopeptide repeat protein 27 (Fragment) OS=Cochlearius cochlearius OX=110676 GN=Ttc27 PE=3 SV=1	470	Cochlearius cochlearius	Tetratricopeptide repeat protein 27 (Fragment)
10071					XP_007476113.1	74.4	437	6.93e-195	Nr			XP_007476113.1 PREDICTED: tetratricopeptide repeat protein 27 [Monodelphis domestica]	843	Monodelphis domestica	PREDICTED: tetratricopeptide repeat protein 27
10072					XP_029449754.1	76.8	435	9.410000000000001e-195	Nr			XP_029449754.1 tetratricopeptide repeat protein 27 isoform X3 [Rhinatrema bivittatum]	819	Rhinatrema bivittatum	tetratricopeptide repeat protein 27 isoform X3
10073					A0A7K6YQU1	75.7	436	9.450000000000001e-195	TrEMBL	Ttc27	A0A7K6YQU1_ALCTO	tr|A0A7K6YQU1|A0A7K6YQU1_ALCTO Tetratricopeptide repeat protein 27 (Fragment) OS=Alca torda OX=28689 GN=Ttc27 PE=3 SV=1	469	Alca torda	Tetratricopeptide repeat protein 27 (Fragment)
10074					A0A8C3LD02	66.3	436	1.28e-194	TrEMBL		A0A8C3LD02_CHRPC	tr|A0A8C3LD02|A0A8C3LD02_CHRPC Tetratricopeptide repeat protein 27 OS=Chrysolophus pictus OX=9089 PE=3 SV=1	781	Chrysolophus pictus	Tetratricopeptide repeat protein 27
10075					NXQ84881.1	75.9	436	1.3e-194	Nr			NXQ84881.1 TTC27 protein [Nyctibius grandis]	491	Nyctibius grandis	TTC27 protein
10076					A0A8C3PX98	66.3	436	1.3200000000000001e-194	TrEMBL		A0A8C3PX98_CHRPC	tr|A0A8C3PX98|A0A8C3PX98_CHRPC Tetratricopeptide repeat protein 27 OS=Chrysolophus pictus OX=9089 PE=3 SV=1	782	Chrysolophus pictus	Tetratricopeptide repeat protein 27
10077					A0A7K5FKN2	75.7	436	1.34e-194	TrEMBL	Ttc27	A0A7K5FKN2_PROAR	tr|A0A7K5FKN2|A0A7K5FKN2_PROAR Tetratricopeptide repeat protein 27 (Fragment) OS=Probosciger aterrimus OX=141839 GN=Ttc27 PE=3 SV=1	469	Probosciger aterrimus	Tetratricopeptide repeat protein 27 (Fragment)
10078					A0A091U8R4	75.7	436	1.34e-194	TrEMBL	N337_06439	A0A091U8R4_PHORB	tr|A0A091U8R4|A0A091U8R4_PHORB Tetratricopeptide repeat protein 27 (Fragment) OS=Phoenicopterus ruber ruber OX=9218 GN=N337_06439 PE=3 SV=1	469	Phoenicopterus ruber ruber	Tetratricopeptide repeat protein 27 (Fragment)
10079					A0A7L0PKU6	76.2	432	1.5100000000000002e-194	TrEMBL	Ttc27	A0A7L0PKU6_9AVES	tr|A0A7L0PKU6|A0A7L0PKU6_9AVES Tetratricopeptide repeat protein 27 (Fragment) OS=Mesembrinibis cayennensis OX=1118748 GN=Ttc27 PE=3 SV=1	433	Mesembrinibis cayennensis	Tetratricopeptide repeat protein 27 (Fragment)
10080					XP_023350377.1	74.1	437	1.73e-194	Nr			XP_023350377.1 tetratricopeptide repeat protein 27 isoform X3 [Sarcophilus harrisii]	805	Sarcophilus harrisii	tetratricopeptide repeat protein 27 isoform X3
10081					NXE73119.1	75.7	436	1.77e-194	Nr			NXE73119.1 TTC27 protein [Cochlearius cochlearius]	470	Cochlearius cochlearius	TTC27 protein
10082					A0A7L1INR8	75.5	436	1.9e-194	TrEMBL	Ttc27	A0A7L1INR8_SMUAF	tr|A0A7L1INR8|A0A7L1INR8_SMUAF Tetratricopeptide repeat protein 27 (Fragment) OS=Smutsornis africanus OX=240209 GN=Ttc27 PE=3 SV=1	469	Smutsornis africanus	Tetratricopeptide repeat protein 27 (Fragment)
10083					XP_029449753.1	76.8	435	1.97e-194	Nr			XP_029449753.1 tetratricopeptide repeat protein 27 isoform X2 [Rhinatrema bivittatum]	843	Rhinatrema bivittatum	tetratricopeptide repeat protein 27 isoform X2
10084					A0A7K7XEN6	75.5	436	1.97e-194	TrEMBL	Ttc27	A0A7K7XEN6_9PASS	tr|A0A7K7XEN6|A0A7K7XEN6_9PASS Tetratricopeptide repeat protein 27 (Fragment) OS=Mohoua ochrocephala OX=874463 GN=Ttc27 PE=3 SV=1	470	Mohoua ochrocephala	Tetratricopeptide repeat protein 27 (Fragment)
10085					XP_029449752.1	76.8	435	2.03e-194	Nr			XP_029449752.1 tetratricopeptide repeat protein 27 isoform X1 [Rhinatrema bivittatum]	844	Rhinatrema bivittatum	tetratricopeptide repeat protein 27 isoform X1
10086					A0A8C3L5K9	66.3	436	2.05e-194	TrEMBL		A0A8C3L5K9_CHRPC	tr|A0A8C3L5K9|A0A8C3L5K9_CHRPC Tetratricopeptide repeat protein 27 OS=Chrysolophus pictus OX=9089 PE=3 SV=1	796	Chrysolophus pictus	Tetratricopeptide repeat protein 27
10087					NWX73589.1	75.7	436	2.4300000000000002e-194	Nr			NWX73589.1 TTC27 protein [Alca torda]	469	Alca torda	TTC27 protein
10088					KFQ86457.1	75.7	436	3.44e-194	Nr			KFQ86457.1 Tetratricopeptide repeat protein 27, partial [Phoenicopterus ruber ruber]	469	Phoenicopterus ruber ruber	Tetratricopeptide repeat protein 27, partial
10089					NWS45446.1	75.7	436	3.44e-194	Nr			NWS45446.1 TTC27 protein [Probosciger aterrimus]	469	Probosciger aterrimus	TTC27 protein
10090					NXL05763.1	76.2	432	3.88e-194	Nr			NXL05763.1 TTC27 protein [Mesembrinibis cayennensis]	433	Mesembrinibis cayennensis	TTC27 protein
10091					XP_036608600.1	74.4	437	3.94e-194	Nr			XP_036608600.1 tetratricopeptide repeat protein 27 isoform X1 [Trichosurus vulpecula]	843	Trichosurus vulpecula	tetratricopeptide repeat protein 27 isoform X1
10092					Q5F3K0	75.0	436	8.91e-188	Swiss-Prot	TTC27	TTC27_CHICK	sp|Q5F3K0|TTC27_CHICK Tetratricopeptide repeat protein 27 OS=Gallus gallus OX=9031 GN=TTC27 PE=2 SV=1	844	Gallus gallus	Tetratricopeptide repeat protein 27
10093					Q17QZ7	71.9	437	7.090000000000001e-185	Swiss-Prot	TTC27	TTC27_BOVIN	sp|Q17QZ7|TTC27_BOVIN Tetratricopeptide repeat protein 27 OS=Bos taurus OX=9913 GN=TTC27 PE=2 SV=1	847	Bos taurus	Tetratricopeptide repeat protein 27
10094					Q5RBW9	72.3	437	4.57e-182	Swiss-Prot	TTC27	TTC27_PONAB	sp|Q5RBW9|TTC27_PONAB Tetratricopeptide repeat protein 27 OS=Pongo abelii OX=9601 GN=TTC27 PE=2 SV=1	843	Pongo abelii	Tetratricopeptide repeat protein 27
10095					Q6P3X3	72.5	437	9.13e-182	Swiss-Prot	TTC27	TTC27_HUMAN	sp|Q6P3X3|TTC27_HUMAN Tetratricopeptide repeat protein 27 OS=Homo sapiens OX=9606 GN=TTC27 PE=1 SV=1	843	Homo sapiens	Tetratricopeptide repeat protein 27
10096					Q8CD92	70.7	437	5.36e-176	Swiss-Prot	Ttc27	TTC27_MOUSE	sp|Q8CD92|TTC27_MOUSE Tetratricopeptide repeat protein 27 OS=Mus musculus OX=10090 GN=Ttc27 PE=1 SV=2	847	Mus musculus	Tetratricopeptide repeat protein 27
10097					Q54BW6	40.1	359	8.47e-50	Swiss-Prot	ttc27	TTC27_DICDI	sp|Q54BW6|TTC27_DICDI Tetratricopeptide repeat protein 27 homolog OS=Dictyostelium discoideum OX=44689 GN=ttc27 PE=3 SV=1	853	Dictyostelium discoideum	Tetratricopeptide repeat protein 27 homolog
10098					P41842	28.1	417	7.97e-43	Swiss-Prot	trd-1	TTC27_CAEEL	sp|P41842|TTC27_CAEEL Tetratricopeptide repeat-containing protein trd-1 OS=Caenorhabditis elegans OX=6239 GN=trd-1 PE=2 SV=2	771	Caenorhabditis elegans	Tetratricopeptide repeat-containing protein trd-1
10099					O36033	29.3	396	3.31e-40	Swiss-Prot	SPAC19B12.01	YLM1_SCHPO	sp|O36033|YLM1_SCHPO TPR repeat-containing protein C19B12.01 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC19B12.01 PE=4 SV=2	817	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	TPR repeat-containing protein C19B12.01
10100					P42842	20.3	350	1e-12	Swiss-Prot	EMW1	EMW1_YEAST	sp|P42842|EMW1_YEAST Essential for maintenance of the cell wall protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EMW1 PE=1 SV=1	904	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Essential for maintenance of the cell wall protein 1
10101	Cluster-75151.86148_NODE_37120_length_3581_cov_13.060330_g12552_i1	bombina_pachypus_corset_DEGS_blastp	7.75736096466589	1.51160825689754e-05	A0A8J1M8F0	42.1	261	4.4499999999999996e-60	TrEMBL	pfkfb2.L	A0A8J1M8F0_XENLA	tr|A0A8J1M8F0|A0A8J1M8F0_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=pfkfb2.L PE=3 SV=1	615	Xenopus laevis	ribonuclease H
10102					XP_041437982.1	42.1	261	1.14e-59	Nr			XP_041437982.1 uncharacterized protein pfkfb2.L isoform X1 [Xenopus laevis]	615	Xenopus laevis	uncharacterized protein pfkfb2.L isoform X1
10103					XP_044151545.1	42.0	274	5.77e-59	Nr			XP_044151545.1 nuclear pore complex protein Nup155 [Bufo gargarizans]	1594	Bufo gargarizans	nuclear pore complex protein Nup155
10104					A0A8J1MZ44	41.3	271	3.75e-58	TrEMBL	LOC121403038	A0A8J1MZ44_XENLA	tr|A0A8J1MZ44|A0A8J1MZ44_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121403038 PE=3 SV=1	852	Xenopus laevis	ribonuclease H
10105					KAE8618780.1	43.3	254	7.22e-58	Nr			KAE8618780.1 hypothetical protein XENTR_v10009500 [Xenopus tropicalis]	709	Xenopus tropicalis	hypothetical protein XENTR_v10009500
10106					XP_041446270.1	41.3	271	9.64e-58	Nr			XP_041446270.1 uncharacterized protein LOC121403038 [Xenopus laevis]	852	Xenopus laevis	uncharacterized protein LOC121403038
10107					XP_018432223.1	42.4	269	1.6e-54	Nr			XP_018432223.1 PREDICTED: gamma-tubulin complex component 6 [Nanorana parkeri]	2620	Nanorana parkeri	PREDICTED: gamma-tubulin complex component 6
10108					XP_044130116.1	43.5	260	1.14e-53	Nr			XP_044130116.1 solute carrier family 35 member F5 [Bufo gargarizans]	1106	Bufo gargarizans	solute carrier family 35 member F5
10109					XP_029441229.1	40.2	271	3.62e-53	Nr			XP_029441229.1 uncharacterized protein LOC115080906 [Rhinatrema bivittatum]	654	Rhinatrema bivittatum	uncharacterized protein LOC115080906
10110					XP_029455053.1	40.2	271	3.62e-53	Nr			XP_029455053.1 uncharacterized protein LOC115090287 [Rhinatrema bivittatum]	654	Rhinatrema bivittatum	uncharacterized protein LOC115090287
10111					A0A8J1KMD2	39.9	271	2.25e-49	TrEMBL	LOC121393601	A0A8J1KMD2_XENLA	tr|A0A8J1KMD2|A0A8J1KMD2_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121393601 PE=3 SV=1	1091	Xenopus laevis	ribonuclease H
10112					XP_041418470.1	39.9	271	5.78e-49	Nr			XP_041418470.1 uncharacterized protein LOC121393601 [Xenopus laevis]	1091	Xenopus laevis	uncharacterized protein LOC121393601
10113					A0A6I8SBU0	46.2	223	2.3199999999999997e-48	TrEMBL		A0A6I8SBU0_XENTR	tr|A0A6I8SBU0|A0A6I8SBU0_XENTR Core-binding (CB) domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=2	674	Xenopus tropicalis	Core-binding (CB) domain-containing protein
10114					XP_040188033.1	40.0	275	3.3e-48	Nr			XP_040188033.1 uncharacterized protein LOC120920173 [Rana temporaria]	513	Rana temporaria	uncharacterized protein LOC120920173
10115					KAE8576050.1	46.2	223	5.58e-48	Nr			KAE8576050.1 hypothetical protein XENTR_v10004031 [Xenopus tropicalis]	668	Xenopus tropicalis	hypothetical protein XENTR_v10004031
10116					XP_040286209.1	50.0	198	6.849999999999999e-48	Nr			XP_040286209.1 dynein heavy chain 8, axonemal [Bufo bufo]	5444	Bufo bufo	dynein heavy chain 8, axonemal
10117					KAJ1155940.1	38.6	277	9.99e-48	Nr			KAJ1155940.1 hypothetical protein NDU88_008665 [Pleurodeles waltl]	500	Pleurodeles waltl	hypothetical protein NDU88_008665
10118					KAJ1116793.1	38.6	277	2.8100000000000004e-47	Nr			KAJ1116793.1 hypothetical protein NDU88_004998 [Pleurodeles waltl]	561	Pleurodeles waltl	hypothetical protein NDU88_004998
10119					KAJ1165465.1	40.2	261	4.2800000000000003e-47	Nr			KAJ1165465.1 hypothetical protein NDU88_005893 [Pleurodeles waltl]	453	Pleurodeles waltl	hypothetical protein NDU88_005893
10120					A0A2G8L1M7	38.2	272	9.53e-47	TrEMBL	BSL78_08953	A0A2G8L1M7_STIJA	tr|A0A2G8L1M7|A0A2G8L1M7_STIJA Putative TBC1 domain family member 2A OS=Stichopus japonicus OX=307972 GN=BSL78_08953 PE=4 SV=1	439	Stichopus japonicus	Putative TBC1 domain family member 2A
10121					KAJ1137758.1	37.2	277	1.37e-46	Nr			KAJ1137758.1 hypothetical protein NDU88_004154 [Pleurodeles waltl]	325	Pleurodeles waltl	hypothetical protein NDU88_004154
10122					KAJ1135528.1	39.4	277	1.5499999999999999e-46	Nr			KAJ1135528.1 hypothetical protein NDU88_001967 [Pleurodeles waltl]	564	Pleurodeles waltl	hypothetical protein NDU88_001967
10123					PIK54168.1	38.2	272	2.45e-46	Nr			PIK54168.1 putative TBC1 domain family member 2A [Apostichopus japonicus]	439	Apostichopus japonicus	putative TBC1 domain family member 2A
10124					KAJ1217780.1	40.1	262	2.87e-46	Nr			KAJ1217780.1 hypothetical protein NDU88_005370 [Pleurodeles waltl]	500	Pleurodeles waltl	hypothetical protein NDU88_005370
10125					KAJ1217778.1	40.1	262	2.87e-46	Nr			KAJ1217778.1 hypothetical protein NDU88_005368 [Pleurodeles waltl]	500	Pleurodeles waltl	hypothetical protein NDU88_005368
10126					XP_044134874.1	42.7	239	3.2e-46	Nr			XP_044134874.1 F-box/WD repeat-containing protein 9 isoform X1 [Bufo gargarizans]	787	Bufo gargarizans	F-box/WD repeat-containing protein 9 isoform X1
10127					KAJ1125029.1	38.6	277	3.82e-46	Nr			KAJ1125029.1 hypothetical protein NDU88_003468 [Pleurodeles waltl]	1100	Pleurodeles waltl	hypothetical protein NDU88_003468
10128					A0A8C5PV42	41.5	275	3.84e-46	TrEMBL		A0A8C5PV42_9ANUR	tr|A0A8C5PV42|A0A8C5PV42_9ANUR ribonuclease H OS=Leptobrachium leishanense OX=445787 PE=3 SV=1	577	Leptobrachium leishanense	ribonuclease H
10129					KAJ1125086.1	36.8	277	5.4399999999999995e-46	Nr			KAJ1125086.1 hypothetical protein NDU88_003524 [Pleurodeles waltl]	339	Pleurodeles waltl	hypothetical protein NDU88_003524
10130					KAJ1172764.1	39.7	262	5.61e-46	Nr			KAJ1172764.1 hypothetical protein NDU88_004606 [Pleurodeles waltl]	500	Pleurodeles waltl	hypothetical protein NDU88_004606
10131					KAJ1089356.1	38.6	277	5.75e-46	Nr			KAJ1089356.1 hypothetical protein NDU88_002507 [Pleurodeles waltl]	610	Pleurodeles waltl	hypothetical protein NDU88_002507
10132					KAJ1177488.1	38.6	277	6.56e-46	Nr			KAJ1177488.1 hypothetical protein NDU88_002743 [Pleurodeles waltl]	678	Pleurodeles waltl	hypothetical protein NDU88_002743
10133					KAJ1187808.1	39.7	262	7.17e-46	Nr			KAJ1187808.1 hypothetical protein NDU88_004578 [Pleurodeles waltl]	495	Pleurodeles waltl	hypothetical protein NDU88_004578
10134					A0A2G8JJ26	38.2	272	1.1e-45	TrEMBL	BSL78_27439	A0A2G8JJ26_STIJA	tr|A0A2G8JJ26|A0A2G8JJ26_STIJA Reverse transcriptase domain-containing protein OS=Stichopus japonicus OX=307972 GN=BSL78_27439 PE=4 SV=1	581	Stichopus japonicus	Reverse transcriptase domain-containing protein
10135					A0A2D4EJC9	38.4	271	1.5e-45	TrEMBL		A0A2D4EJC9_MICCO	tr|A0A2D4EJC9|A0A2D4EJC9_MICCO ribonuclease H (Fragment) OS=Micrurus corallinus OX=54390 PE=3 SV=1	580	Micrurus corallinus	ribonuclease H (Fragment)
10136					A0A8J1MWG0	36.1	274	1.62e-45	TrEMBL	adgrg1.L	A0A8J1MWG0_XENLA	tr|A0A8J1MWG0|A0A8J1MWG0_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=adgrg1.L PE=3 SV=1	540	Xenopus laevis	ribonuclease H
10137					A0A8J1N0T7	39.4	274	3.08e-45	TrEMBL	LOC121403130	A0A8J1N0T7_XENLA	tr|A0A8J1N0T7|A0A8J1N0T7_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121403130 PE=3 SV=1	1010	Xenopus laevis	ribonuclease H
10138					A0A8J1MMH3	37.0	270	4.49e-45	TrEMBL	LOC121401493	A0A8J1MMH3_XENLA	tr|A0A8J1MMH3|A0A8J1MMH3_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121401493 PE=3 SV=1	641	Xenopus laevis	ribonuclease H
10139					A0A803J9S3	41.9	222	1.4200000000000001e-44	TrEMBL		A0A803J9S3_XENTR	tr|A0A803J9S3|A0A803J9S3_XENTR Integrase catalytic domain-containing protein OS=Xenopus tropicalis OX=8364 PE=4 SV=1	358	Xenopus tropicalis	Integrase catalytic domain-containing protein
10140					A0A2D4IZ19	37.8	259	1.85e-44	TrEMBL		A0A2D4IZ19_MICLE	tr|A0A2D4IZ19|A0A2D4IZ19_MICLE ribonuclease H (Fragment) OS=Micrurus lemniscatus lemniscatus OX=129467 PE=3 SV=1	286	Micrurus lemniscatus lemniscatus	ribonuclease H (Fragment)
10141					A0A1W7RDQ0	36.5	271	2.46e-44	TrEMBL		A0A1W7RDQ0_AGKCO	tr|A0A1W7RDQ0|A0A1W7RDQ0_AGKCO ribonuclease H OS=Agkistrodon contortrix contortrix OX=8713 PE=3 SV=1	567	Agkistrodon contortrix contortrix	ribonuclease H
10142					A0A2D4J0A8	37.0	276	2.91e-44	TrEMBL		A0A2D4J0A8_MICLE	tr|A0A2D4J0A8|A0A2D4J0A8_MICLE ribonuclease H OS=Micrurus lemniscatus lemniscatus OX=129467 PE=3 SV=1	664	Micrurus lemniscatus lemniscatus	ribonuclease H
10143					A0A8J1MS43	37.8	270	3.78e-44	TrEMBL	LOC121402168	A0A8J1MS43_XENLA	tr|A0A8J1MS43|A0A8J1MS43_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121402168 PE=3 SV=1	1068	Xenopus laevis	ribonuclease H
10144					XP_018432223.1	45.8	212	2.0699999999999998e-42	Nr			XP_018432223.1 PREDICTED: gamma-tubulin complex component 6 [Nanorana parkeri]	2620	Nanorana parkeri	PREDICTED: gamma-tubulin complex component 6
10145					A0A8J1KQ25	36.2	271	3.55e-42	TrEMBL	LOC121393829	A0A8J1KQ25_XENLA	tr|A0A8J1KQ25|A0A8J1KQ25_XENLA ribonuclease H OS=Xenopus laevis OX=8355 GN=LOC121393829 PE=3 SV=1	569	Xenopus laevis	ribonuclease H
